dateTime,Humidity_%,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM2.5_ATM_ug/m3,PM2.5_CF1_ug/m3,Pressure_hpa,RSSI_dbm,Temperature_F,UptimeMinutes,location,Longitude,Latitude,location_type,date
2020-04-26,55.26,1.3,2.99,2.37,2.37,,-61.11,65.98,4044.0,930 Post ,-122.417252,37.787307,outside ,2020-04-26
2020-04-26,58.21,1.0,4.28,2.6,2.6,,-66.97,66.35,43985.0,Central SOMA ,-122.394992,37.778191,outside ,2020-04-26
2020-04-26,63.64,0.89,4.02,2.51,2.55,,-38.89,63.81,4056.0,By Balboa Park Pool ,-122.44277,37.72714,outside ,2020-04-26
2020-04-26,54.79,1.75,3.76,3.16,3.2,,-62.88,67.59,57259.0,Civic Center,122.44284,37.783122,ish ,2020-04-26
2020-04-26,58.24,0.62,3.56,1.86,1.86,,-73.43,64.68,4089.0,27 Scott ,-122.435321,37.769415,outside ,2020-04-26
2020-04-26,,0.94,3.48,2.4,2.46,680.57,,,19374.52,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior B ,2020-04-26
2020-04-26,59.56,0.6,2.22,1.63,1.63,,-64.37,64.79,13630.77,3318 Folsom St. ,-122.413597,37.744755,outside ,2020-04-26
2020-04-26,,,,,,,,,,499 Illinois St ,-122.387161,37.766008,outside ,2020-04-26
2020-04-26,,0.81,2.76,2.03,2.03,,-54.42,,29913.0,Bernal Heights ,-122.415075,37.74154,outside ,2020-04-26
2020-04-26,40.62,0.08,0.34,0.2,0.2,,-68.53,75.44,25998.39,CalOctaviaOutside ,-122.427562,37.790083,outside ,2020-04-26
2020-04-26,57.51,2.28,4.33,3.27,3.6,,-55.8,64.02,2428.0,19th St & Guerrero St  ,-122.424406,37.760688,outside ,2020-04-26
2020-04-26,62.16,0.86,2.97,2.04,2.04,,-66.47,63.22,1244.0,Cole Valley ,-122.448009,37.764131,outside ,2020-04-26
2020-04-26,66.55,1.33,4.83,3.51,3.51,,-54.47,61.93,3982.44,Alamosquare ,-122.430259,37.773312,outside ,2020-04-26
2020-04-26,56.13,1.61,3.65,2.91,2.91,,-62.51,65.94,4050.0,17th Ave ,-122.476532,37.78119,outside ,2020-04-26
2020-04-26,70.24,0.73,2.64,1.81,1.81,,-64.51,59.76,22436.0,BRSKBV-Outside ,-122.44367,37.753377,outside ,2020-04-26
2020-04-26,55.22,0.77,2.55,1.98,1.98,,-47.83,69.04,68601.0,Bernal Breathe ,-122.415778,37.746024,outside ,2020-04-26
2020-04-26,,,,,,,,,,#SFAQ10 ,-122.439245,37.722417,outside ,2020-04-26
2020-04-26,62.6,0.83,3.4,2.36,2.36,,-56.2,61.99,36033.0,132 Germania St ,-122.4308,37.77074,outside ,2020-04-26
2020-04-26,62.63,0.79,2.76,1.73,1.74,,-63.83,65.23,2000.0,Castro-28th ,-122.433376,37.744437,outside ,2020-04-26
2020-04-26,99.7,0.76,2.74,1.8,1.8,,-56.88,61.49,4050.0,24th and Diamond ,-122.436945,37.751396,outside ,2020-04-26
2020-04-26,98.6,0.94,3.0,2.09,2.16,,-67.0,61.34,29889.0,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior ,2020-04-26
2020-04-26,67.55,1.47,4.23,3.6,3.6,,-54.04,63.76,40960.0,45th Ave-MR ,-122.50442,37.751562,outside ,2020-04-26
2020-04-26,69.3,1.01,3.53,2.8,2.8,,-57.98,59.73,4062.0,Alamo Square ,-122.433174,37.77509,outside ,2020-04-26
2020-04-26,51.72,0.7,3.45,2.13,2.15,,-71.33,68.28,2688.0,2169 Mission Street ,-122.418969,37.762414,outside ,2020-04-26
2020-04-26,,,,,,,,,,46 Hours ,-122.408059,37.751262,outside ,2020-04-26
2020-04-26,,1.75,4.02,3.21,3.24,1014.12,,,18994.82,Civic Center,122.44284,37.783122,ish B ,2020-04-26
2020-04-26,65.18,0.71,3.28,2.02,2.03,,-76.41,62.36,33381.0,Buena Vista ,-122.441907,37.765604,outside ,2020-04-26
2020-04-26,60.18,1.66,4.22,3.09,3.12,,-58.64,66.27,4042.0,23rd & Lake ,-122.482905,37.785605,outside ,2020-04-26
2020-04-26,61.18,0.25,1.4,0.87,0.87,,-77.86,62.94,9002.0,Cole Valley ,-122.452159,37.760916,outside ,2020-04-26
2020-04-26,63.92,1.0,3.67,2.54,2.55,,-59.12,63.55,9384.0,Castle Bosworth ,-122.429299,37.7333,outside ,2020-04-26
2020-04-27,53.68,1.87,7.33,4.97,4.97,,-58.89,65.53,10824.0,Castle Bosworth ,-122.429299,37.7333,outside ,2020-04-27
2020-04-27,92.03,1.97,7.56,4.65,4.65,,-76.12,61.81,25802.0,36th and Shore View ,-122.49714,37.780317,outside ,2020-04-27
2020-04-27,48.6,1.66,5.72,4.27,4.27,,-45.39,69.36,70041.0,Bernal Breathe ,-122.415778,37.746024,outside ,2020-04-27
2020-04-27,54.38,1.81,6.9,4.77,4.77,,-56.53,63.03,37473.0,132 Germania St ,-122.4308,37.77074,outside ,2020-04-27
2020-04-27,52.86,2.18,7.07,4.82,4.82,,-66.06,65.28,2684.0,Cole Valley ,-122.448009,37.764131,outside ,2020-04-27
2020-04-27,,,,,,,,,,46 Hours ,-122.408059,37.751262,outside ,2020-04-27
2020-04-27,36.85,0.04,0.59,0.28,0.28,,-71.22,75.39,1375.96,CalOctaviaOutside ,-122.427562,37.790083,outside ,2020-04-27
2020-04-27,49.43,3.48,9.99,6.55,6.62,,-66.95,67.7,45425.0,Central SOMA ,-122.394992,37.778191,outside ,2020-04-27
2020-04-27,57.45,1.85,6.12,4.81,4.81,,-58.59,61.88,5502.0,Alamo Square ,-122.433174,37.77509,outside ,2020-04-27
2020-04-27,51.53,1.64,6.36,3.9,3.9,,-64.09,68.58,3440.0,Castro-28th ,-122.433376,37.744437,outside ,2020-04-27
2020-04-27,50.33,1.64,5.25,3.56,3.56,,-61.04,65.08,5497.23,Castro ,-122.439463,37.761385,outside ,2020-04-27
2020-04-27,55.15,1.36,6.47,3.86,3.86,,-77.09,64.7,34821.0,Buena Vista ,-122.441907,37.765604,outside ,2020-04-27
2020-04-27,44.96,2.74,6.03,4.73,4.77,,-62.87,68.06,5484.0,930 Post ,-122.417252,37.787307,outside ,2020-04-27
2020-04-27,56.96,2.25,8.73,6.03,6.03,,-54.43,63.2,5425.02,Alamosquare ,-122.430259,37.773312,outside ,2020-04-27
2020-04-27,53.31,1.55,7.17,4.28,4.28,,-38.94,66.26,5496.0,By Balboa Park Pool ,-122.44277,37.72714,outside ,2020-04-27
2020-04-27,49.79,2.73,6.54,4.73,4.86,,-52.26,64.47,3868.0,19th St & Guerrero St  ,-122.424406,37.760688,outside ,2020-04-27
2020-04-27,50.4,1.77,8.52,4.55,4.56,,-71.15,65.54,5529.0,27 Scott ,-122.435321,37.769415,outside ,2020-04-27
2020-04-27,45.95,1.47,7.21,4.38,4.42,,-72.42,68.35,4128.0,2169 Mission Street ,-122.418969,37.762414,outside ,2020-04-27
2020-04-27,50.71,1.67,5.42,3.99,3.99,,-65.45,65.68,15070.0,3318 Folsom St. ,-122.413597,37.744755,outside ,2020-04-27
2020-04-27,,1.74,6.69,4.49,4.49,680.05,,,19375.16,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior B ,2020-04-27
2020-04-27,56.2,1.88,6.63,4.3,4.3,,-42.55,64.75,5498.0,21stAtClement ,-122.480087,37.781643,outside ,2020-04-27
2020-04-27,46.28,2.77,6.19,4.93,4.94,,-62.36,68.52,5490.0,17th Ave ,-122.476532,37.78119,outside ,2020-04-27
2020-04-27,,,,,,,,,,#SFAQ10 ,-122.439245,37.722417,outside ,2020-04-27
2020-04-27,92.35,1.64,5.68,3.82,3.82,,-64.72,61.75,31328.31,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior ,2020-04-27
2020-04-27,59.09,2.28,6.39,5.43,5.43,,-53.94,65.82,42400.0,45th Ave-MR ,-122.50442,37.751562,outside ,2020-04-27
2020-04-27,92.93,1.71,6.3,3.99,3.99,,-69.14,62.17,5490.0,24th and Diamond ,-122.436945,37.751396,outside ,2020-04-27
2020-04-27,,2.52,6.55,5.06,5.07,1016.13,,,18991.18,Civic Center,122.44284,37.783122,ish B ,2020-04-27
2020-04-27,57.13,0.74,4.04,2.61,2.61,,-77.77,62.42,10442.0,Cole Valley ,-122.452159,37.760916,outside ,2020-04-27
2020-04-27,57.37,1.74,5.76,4.07,4.07,,-65.37,62.43,23876.0,BRSKBV-Outside ,-122.44367,37.753377,outside ,2020-04-27
2020-04-27,52.17,2.22,6.43,4.43,4.44,,-58.03,67.27,5482.0,23rd & Lake ,-122.482905,37.785605,outside ,2020-04-27
2020-04-27,44.36,2.51,5.81,4.79,4.79,,-62.57,70.41,58699.0,Civic Center,122.44284,37.783122,ish ,2020-04-27
2020-04-27,,,,,,,,,,499 Illinois St ,-122.387161,37.766008,outside ,2020-04-27
2020-04-27,,1.6,5.99,4.16,4.16,,-54.74,,31353.0,Bernal Heights ,-122.415075,37.74154,outside ,2020-04-27
2020-04-27,53.35,1.73,5.8,4.1,4.11,,-65.17,62.87,32787.0,66 Cumberland Street ,-122.425023,37.759338,outside ,2020-04-27
2020-04-28,57.58,1.91,5.12,3.69,3.97,,-59.91,67.85,12264.0,Castle Bosworth ,-122.429299,37.7333,outside ,2020-04-28
2020-04-28,47.76,2.28,4.34,3.64,3.64,,-64.71,72.28,6924.19,930 Post ,-122.417252,37.787307,outside ,2020-04-28
2020-04-28,55.29,1.35,3.86,2.79,2.79,,-56.77,70.01,6922.0,23rd & Lake ,-122.482905,37.785605,outside ,2020-04-28
2020-04-28,53.03,0.91,2.55,1.87,1.87,,-62.22,69.47,6938.42,Castro ,-122.439463,37.761385,outside ,2020-04-28
2020-04-28,,1.19,3.42,2.65,2.65,,-55.24,,32793.0,Bernal Heights ,-122.415075,37.74154,outside ,2020-04-28
2020-04-28,53.61,1.42,3.18,2.51,2.51,,-54.03,68.37,5305.0,19th St & Guerrero St  ,-122.424406,37.760688,outside ,2020-04-28
2020-04-28,94.84,1.05,2.91,2.1,2.1,,-75.29,66.05,6930.0,24th and Diamond ,-122.436945,37.751396,outside ,2020-04-28
2020-04-28,60.53,1.23,3.8,3.08,3.08,,-58.6,65.52,6942.0,Alamo Square ,-122.433174,37.77509,outside ,2020-04-28
2020-04-28,52.01,1.84,5.22,3.62,3.64,,-66.85,72.57,46865.0,Central SOMA ,-122.394992,37.778191,outside ,2020-04-28
2020-04-28,96.54,1.64,3.54,2.62,2.81,,-68.75,66.32,32769.1,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior ,2020-04-28
2020-04-28,,2.16,4.52,3.78,3.79,1015.96,,,18410.4,Civic Center,122.44284,37.783122,ish B ,2020-04-28
2020-04-28,54.58,1.19,3.21,2.29,2.32,,-63.05,73.24,4880.0,Castro-28th ,-122.433376,37.744437,outside ,2020-04-28
2020-04-28,,,,,,,,,,#SFAQ10 ,-122.439245,37.722417,outside ,2020-04-28
2020-04-28,56.56,1.02,3.07,2.35,2.35,,-65.97,68.3,16510.0,3318 Folsom St. ,-122.413597,37.744755,outside ,2020-04-28
2020-04-28,56.54,0.69,3.26,2.0,2.0,,-76.64,70.53,36261.0,Buena Vista ,-122.441907,37.765604,outside ,2020-04-28
2020-04-28,48.15,1.24,4.37,2.95,3.03,,-71.18,73.34,5568.0,2169 Mission Street ,-122.418969,37.762414,outside ,2020-04-28
2020-04-28,54.68,0.79,4.05,2.26,2.26,,-73.38,68.75,6969.0,27 Scott ,-122.435321,37.769415,outside ,2020-04-28
2020-04-28,,,,,,,,,,499 Illinois St ,-122.387161,37.766008,outside ,2020-04-28
2020-04-28,96.73,2.68,6.54,4.61,4.68,,-75.27,63.37,27242.0,36th and Shore View ,-122.49714,37.780317,outside ,2020-04-28
2020-04-28,39.37,0.03,0.28,0.13,0.13,,-75.55,78.15,1070.37,CalOctaviaOutside ,-122.427562,37.790083,outside ,2020-04-28
2020-04-28,60.52,1.65,5.13,3.91,3.91,,-56.27,66.6,6863.0,Alamosquare ,-122.430259,37.773312,outside ,2020-04-28
2020-04-28,56.62,1.15,3.56,2.6,2.6,,-65.63,68.93,4124.0,Cole Valley ,-122.448009,37.764131,outside ,2020-04-28
2020-04-28,60.43,1.44,4.61,3.19,3.21,,-42.0,66.83,6938.0,21stAtClement ,-122.480087,37.781643,outside ,2020-04-28
2020-04-28,58.53,0.91,2.84,2.13,2.13,,-63.72,67.78,25316.0,BRSKBV-Outside ,-122.44367,37.753377,outside ,2020-04-28
2020-04-28,57.79,1.17,3.39,2.59,2.59,,-66.42,66.81,34227.0,66 Cumberland Street ,-122.425023,37.759338,outside ,2020-04-28
2020-04-28,,,,,,,,,,46 Hours ,-122.408059,37.751262,outside ,2020-04-28
2020-04-28,56.83,1.41,4.43,3.27,3.33,,-56.51,67.23,38913.0,132 Germania St ,-122.4308,37.77074,outside ,2020-04-28
2020-04-28,48.54,1.83,4.01,3.25,3.25,,-62.66,71.77,6930.0,17th Ave ,-122.476532,37.78119,outside ,2020-04-28
2020-04-28,59.78,0.21,1.81,1.11,1.11,,-77.73,65.93,11882.0,Cole Valley ,-122.452159,37.760916,outside ,2020-04-28
2020-04-28,47.41,2.19,4.28,3.73,3.74,,-63.75,74.47,60139.0,Civic Center,122.44284,37.783122,ish ,2020-04-28
2020-04-28,56.25,1.27,4.79,3.06,3.23,,-39.11,69.39,6936.0,By Balboa Park Pool ,-122.44277,37.72714,outside ,2020-04-28
2020-04-28,63.1,1.85,5.04,4.34,4.34,,-54.33,67.22,43840.0,45th Ave-MR ,-122.50442,37.751562,outside ,2020-04-28
2020-04-28,53.11,1.09,3.24,2.58,2.59,,-46.62,72.73,40759.96,Bernal Breathe ,-122.415778,37.746024,outside ,2020-04-28
2020-04-28,,1.08,3.48,2.58,2.58,682.06,,,19384.02,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior B ,2020-04-28
2020-04-29,58.57,1.78,3.49,3.02,3.08,,-63.1,66.3,61579.0,Civic Center,122.44284,37.783122,ish ,2020-04-29
2020-04-29,61.63,1.56,2.76,2.26,2.41,,-53.79,62.93,721.0,19th St & Guerrero St  ,-122.424406,37.760688,outside ,2020-04-29
2020-04-29,62.57,0.5,2.74,1.62,1.62,,-73.7,63.39,8409.0,27 Scott ,-122.435321,37.769415,outside ,2020-04-29
2020-04-29,63.37,0.05,0.83,0.43,0.43,,-75.67,62.92,13322.0,Cole Valley ,-122.452159,37.760916,outside ,2020-04-29
2020-04-29,63.33,0.52,1.66,1.22,1.22,,-61.18,62.55,8378.0,Castro ,-122.439463,37.761385,outside ,2020-04-29
2020-04-29,,0.58,1.87,1.47,1.47,,-54.53,,34233.0,Bernal Heights ,-122.415075,37.74154,outside ,2020-04-29
2020-04-29,71.93,0.58,3.01,1.84,1.84,,-77.76,60.31,37705.76,Buena Vista ,-122.441907,37.765604,outside ,2020-04-29
2020-04-29,57.79,1.31,2.8,2.41,2.3,,-69.52,65.32,8364.0,930 Post ,-122.417252,37.787307,outside ,2020-04-29
2020-04-29,69.59,1.48,4.02,3.49,3.49,,-54.39,63.65,45280.0,45th Ave-MR ,-122.50442,37.751562,outside ,2020-04-29
2020-04-29,66.87,1.1,3.09,2.38,2.5,,-58.21,62.85,13704.0,Castle Bosworth ,-122.429299,37.7333,outside ,2020-04-29
2020-04-29,63.51,0.47,1.8,1.37,1.37,,-62.36,62.88,17950.0,3318 Folsom St. ,-122.413597,37.744755,outside ,2020-04-29
2020-04-29,68.01,1.23,3.53,2.6,2.6,,-41.47,62.92,8378.0,21stAtClement ,-122.480087,37.781643,outside ,2020-04-29
2020-04-29,68.36,1.02,3.34,2.63,2.63,,-55.68,62.14,8303.0,Alamosquare ,-122.430259,37.773312,outside ,2020-04-29
2020-04-29,,1.34,5.02,3.06,3.71,679.79,,,19370.3,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior B ,2020-04-29
2020-04-29,,,,,,,,,,#SFAQ10 ,-122.439245,37.722417,outside ,2020-04-29
2020-04-29,41.06,0.02,0.17,0.08,0.08,,-77.2,76.04,2510.37,CalOctaviaOutside ,-122.427562,37.790083,outside ,2020-04-29
2020-04-29,60.81,0.74,2.28,1.69,1.69,,-58.83,66.63,8363.06,23rd & Lake ,-122.482905,37.785605,outside ,2020-04-29
2020-04-29,,1.81,3.64,3.07,3.12,1013.89,,,18345.8,Civic Center,122.44284,37.783122,ish B ,2020-04-29
2020-04-29,,,,,,,,,,499 Illinois St ,-122.387161,37.766008,outside ,2020-04-29
2020-04-29,65.31,0.55,2.06,1.53,1.53,,-67.34,61.78,35666.18,66 Cumberland Street ,-122.425023,37.759338,outside ,2020-04-29
2020-04-29,57.68,1.33,2.91,2.4,2.4,,-62.23,65.88,8370.0,17th Ave ,-122.476532,37.78119,outside ,2020-04-29
2020-04-29,65.66,0.66,2.01,1.46,1.46,,-61.7,64.01,6320.0,Castro-28th ,-122.433376,37.744437,outside ,2020-04-29
2020-04-29,67.7,0.88,2.8,2.12,2.12,,-66.43,61.34,5563.0,Cole Valley ,-122.448009,37.764131,outside ,2020-04-29
2020-04-29,66.64,0.72,2.77,1.97,1.99,,-37.16,62.74,8376.19,By Balboa Park Pool ,-122.44277,37.72714,outside ,2020-04-29
2020-04-29,60.04,0.63,2.01,1.63,1.63,,-45.95,66.76,1338.47,Bernal Breathe ,-122.415778,37.746024,outside ,2020-04-29
2020-04-29,,,,,,,,,,46 Hours ,-122.408059,37.751262,outside ,2020-04-29
2020-04-29,100.0,0.62,1.91,1.44,1.44,,-75.47,62.08,8370.0,24th and Diamond ,-122.436945,37.751396,outside ,2020-04-29
2020-04-29,70.9,0.86,2.91,2.39,2.39,,-58.3,59.91,8382.0,Alamo Square ,-122.433174,37.77509,outside ,2020-04-29
2020-04-29,57.28,0.62,2.61,1.79,1.81,,-73.1,65.66,6812.94,2169 Mission Street ,-122.418969,37.762414,outside ,2020-04-29
2020-04-29,66.34,0.77,3.01,2.22,2.24,,-56.11,61.45,40353.0,132 Germania St ,-122.4308,37.77074,outside ,2020-04-29
2020-04-29,62.49,1.96,4.39,3.46,3.34,,-67.17,64.98,48305.0,Central SOMA ,-122.394992,37.778191,outside ,2020-04-29
2020-04-29,100.0,1.71,6.24,3.88,3.9,,-75.38,59.31,28682.0,36th and Shore View ,-122.49714,37.780317,outside ,2020-04-29
2020-04-29,100.0,1.07,4.64,2.56,3.22,,-70.24,61.41,34207.93,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior ,2020-04-29
2020-04-29,73.77,0.52,2.19,1.52,1.52,,-63.83,59.04,26757.73,BRSKBV-Outside ,-122.44367,37.753377,outside ,2020-04-29
2020-04-30,64.02,1.26,4.3,3.16,3.16,,-55.61,62.28,41793.0,132 Germania St ,-122.4308,37.77074,outside ,2020-04-30
2020-04-30,61.53,0.21,1.66,1.01,1.01,,-78.44,63.68,14762.0,Cole Valley ,-122.452159,37.760916,outside ,2020-04-30
2020-04-30,52.52,2.19,4.33,3.74,3.74,,-64.57,69.96,63019.0,Civic Center,122.44284,37.783122,ish ,2020-04-30
2020-04-30,49.38,0.98,3.52,2.69,2.69,,-77.55,70.35,219.38,499 Illinois St ,-122.387161,37.766008,outside ,2020-04-30
2020-04-30,62.29,1.57,4.42,3.28,3.28,,-66.41,64.66,7003.0,Cole Valley ,-122.448009,37.764131,outside ,2020-04-30
2020-04-30,95.86,2.44,6.58,4.33,4.71,,-75.24,61.7,30122.0,36th and Shore View ,-122.49714,37.780317,outside ,2020-04-30
2020-04-30,,1.17,3.61,2.67,2.7,683.08,,,19125.79,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior B ,2020-04-30
2020-04-30,55.6,1.06,4.31,2.79,2.82,,-72.45,66.94,754.0,2169 Mission Street ,-122.418969,37.762414,outside ,2020-04-30
2020-04-30,59.98,0.96,4.49,2.59,2.59,,-75.03,64.56,9849.87,27 Scott ,-122.435321,37.769415,outside ,2020-04-30
2020-04-30,55.27,1.24,3.74,2.82,2.97,,-46.17,70.16,2778.0,Bernal Breathe ,-122.415778,37.746024,outside ,2020-04-30
2020-04-30,65.63,1.54,5.01,3.76,3.76,,-55.78,62.96,9743.0,Alamosquare ,-122.430259,37.773312,outside ,2020-04-30
2020-04-30,40.89,0.08,0.43,0.25,0.25,,-76.5,76.33,3949.08,CalOctaviaOutside ,-122.427562,37.790083,outside ,2020-04-30
2020-04-30,65.48,1.31,4.21,2.92,2.92,,-40.84,63.83,9818.0,21stAtClement ,-122.480087,37.781643,outside ,2020-04-30
2020-04-30,,,,,,,,,,#SFAQ10 ,-122.439245,37.722417,outside ,2020-04-30
2020-04-30,58.54,1.42,3.69,2.63,2.7,,-61.89,68.76,7760.0,Castro-28th ,-122.433376,37.744437,outside ,2020-04-30
2020-04-30,98.75,0.94,2.88,2.1,2.13,,-70.4,61.4,35655.02,25 Short Street _ Kite Hill ,122.44284,37.757645,exterior ,2020-04-30
2020-04-30,97.71,1.13,3.15,2.29,2.29,,-65.73,61.78,9809.91,24th and Diamond ,-122.436945,37.751396,outside ,2020-04-30
2020-04-30,59.5,0.89,2.83,2.16,2.16,,-62.37,65.05,19390.0,3318 Folsom St. ,-122.413597,37.744755,outside ,2020-04-30
2020-04-30,59.58,1.97,5.62,3.85,3.86,,-66.99,66.59,49745.0,Central SOMA ,-122.394992,37.778191,outside ,2020-04-30
2020-04-30,67.52,1.3,4.04,3.27,3.27,,-58.2,61.21,9822.0,Alamo Square ,-122.433174,37.77509,outside ,2020-04-30
2020-04-30,60.81,2.39,4.3,3.27,3.57,,-52.36,63.26,1913.23,19th St & Guerrero St  ,-122.424406,37.760688,outside ,2020-04-30
2020-04-30,,0.99,2.96,2.26,2.26,,-54.44,,35673.0,Bernal Heights ,-122.415075,37.74154,outside ,2020-04-30
2020-04-30,66.35,0.94,3.45,2.33,2.33,,-64.37,62.34,28197.0,BRSKBV-Outside ,-122.44367,37.753377,outside ,2020-04-30
2020-04-30,61.56,1.11,3.04,2.27,2.28,,-60.88,63.52,9818.0,Castro ,-122.439463,37.761385,outside ,2020-04-30
2020-04-30,66.72,1.99,5.41,4.67,4.67,,-54.55,65.13,46720.0,45th Ave-MR ,-122.50442,37.751562,outside ,2020-04-30
2020-04-30,52.6,1.79,3.79,3.12,3.12,,-62.11,68.6,9810.0,17th Ave ,-122.476532,37.78119,outside ,2020-04-30
2020-04-30,65.49,1.05,3.39,2.52,2.52,,-68.07,61.43,37106.67,66 Cumberland Street ,-122.425023,37.759338,outside ,2020-04-30
2020-04-30,64.15,1.18,4.51,3.02,3.05,,-37.27,64.41,9816.0,By Balboa Park Pool ,-122.44277,37.72714,outside ,2020-04-30
2020-04-30,,2.16,4.58,3.81,3.81,1015.84,,,18351.67,Civic Center,122.44284,37.783122,ish B ,2020-04-30
2020-04-30,53.88,2.04,4.12,3.41,3.42,,-67.74,67.22,9804.0,930 Post ,-122.417252,37.787307,outside ,2020-04-30
2020-04-30,60.64,1.18,3.56,2.52,2.52,,-55.81,66.5,9802.0,23rd & Lake ,-122.482905,37.785605,outside ,2020-04-30
2020-04-30,63.02,1.35,4.19,3.05,3.05,,-58.03,64.58,15144.0,Castle Bosworth ,-122.429299,37.7333,outside ,2020-04-30
2020-04-30,64.05,0.84,4.02,2.42,2.42,,-77.03,64.52,13686.2,Buena Vista ,-122.441907,37.765604,outside ,2020-04-30
2020-04-30,,,,,,,,,,46 Hours ,-122.408059,37.751262,outside ,2020-04-30
