dateTime,Humidity_%,Latitude,Longitude,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM2.5_ATM_ug/m3,PM2.5_CF1_ug/m3,Pressure_hpa,RSSI_dbm,Temperature_F,UptimeMinutes,date,hour,index,location,location_type
2020-01-22 05:00:00-08:00,,37.737107,-122.46551200000002,5.06,14.05,10.5,10.5,,-82.43,,29364.0,2020-01-22,13:00:00,,St Francis Wood ,outside 
2020-01-22 06:00:00-08:00,68.77,37.7333,-122.429299,9.8,16.13,15.52,15.52,,-58.1,60.87,53045.0,2020-01-22,14:00:00,,Castle Bosworth ,outside 
2020-01-22 07:00:00-08:00,74.43,37.752328999999996,-122.400426,9.34,24.11,21.68,21.68,,-75.43,57.3,43154.2,2020-01-22,15:00:00,,de Haro Blvd ,outside 
2020-01-22 08:00:00-08:00,72.73,37.746024,-122.415778,12.47,28.81,25.27,25.27,,-52.7,60.53,35497.0,2020-01-22,16:00:00,,Bernal Breathe ,outside 
2020-01-22 09:00:00-08:00,58.5,37.758468,-122.40841999999999,10.8,22.34,18.95,18.95,,-59.4,67.67,15413.0,2020-01-22,17:00:00,,York Street ,outside 
2020-01-22 10:00:00-08:00,66.43,37.75884,-122.390794,4.64,9.5,8.56,8.56,,-62.17,60.33,9201.0,2020-01-22,18:00:00,,Dogpatch2 ,outside 
2020-01-22 11:00:00-08:00,,37.757645000000004,122.44283999999999,8.12,16.11,14.67,14.67,,-64.13,,10033.0,2020-01-22,19:00:00,,25 Short Street _ Kite Hill ,exterior 
2020-01-22 12:00:00-08:00,52.7,37.757838,-122.41958000000001,2.96,5.67,5.26,5.26,,-48.23,64.77,3161.0,2020-01-22,20:00:00,,San Carlos St. ,outside 
2020-01-22 13:00:00-08:00,53.57,37.752328999999996,-122.400426,3.01,7.26,6.21,6.21,,-77.53,67.37,43514.1,2020-01-22,21:00:00,,de Haro Blvd ,outside 
2020-01-22 14:00:00-08:00,43.37,37.747248,-122.48593799999999,5.4,13.0,9.68,9.68,,-56.97,72.83,2798.0,2020-01-22,22:00:00,,Sunset Reservoir ,outside 
2020-01-22 15:00:00-08:00,,37.737107,-122.46551200000002,3.08,7.68,5.77,5.77,,-82.83,,29964.0,2020-01-22,23:00:00,,St Francis Wood ,outside 
2020-01-22 16:00:00-08:00,49.93,37.761134000000006,-122.421696,3.18,6.7,6.03,6.03,,-60.73,66.53,1089.0,2020-01-23,00:00:00,,valencia outside ,outside 
2020-01-22 17:00:00-08:00,,37.737107,-122.46551200000002,2.05,5.21,3.77,3.77,,-82.22,,30084.22,2020-01-23,01:00:00,,St Francis Wood ,outside 
2020-01-22 18:00:00-08:00,58.3,37.745022,-122.43045500000001,4.75,9.21,7.7,7.7,,-63.53,63.03,15939.0,2020-01-23,02:00:00,,Upper Noe Outside ,outside 
2020-01-22 19:00:00-08:00,49.43,37.774009,122.415481,5.34,9.87,8.73,8.73,,-61.9,62.77,4718.0,2020-01-23,03:00:00,,Western SoMa ,Outside 
2020-01-22 20:00:00-08:00,62.0,37.715385,-122.47571299999998,7.9,24.64,18.57,18.57,,-65.1,60.17,11220.0,2020-01-23,04:00:00,,Summit800 ,outside 
2020-01-22 21:00:00-08:00,64.1,37.727140000000006,-122.44277,11.61,21.12,18.21,18.25,,-72.9,56.0,13391.0,2020-01-23,05:00:00,,By Balboa Park Pool ,outside 
2020-01-22 22:00:00-08:00,53.73,37.75884,-122.390794,7.99,12.74,11.92,11.92,,-63.53,60.7,9921.0,2020-01-23,06:00:00,,Dogpatch2 ,outside 
2020-01-22 23:00:00-08:00,59.5,37.727878000000004,-122.46308799999998,3.47,6.03,5.29,5.29,,-73.93,56.3,593.0,2020-01-23,07:00:00,,Mt. Davidson Manor ,outside 
2020-01-23 00:00:00-08:00,64.27,37.769415,-122.435321,2.4,6.16,4.6,4.6,,-73.83,54.83,4847.0,2020-01-23,08:00:00,,27 Scott ,outside 
2020-01-23 01:00:00-08:00,65.43,37.788548,-122.488731,2.64,5.74,4.19,4.19,,-71.87,57.4,50427.0,2020-01-23,09:00:00,,Sea Cliff Avenue ,outside 
2020-01-23 02:00:00-08:00,67.0,37.760146999999996,-122.50144499999999,2.98,5.66,4.75,4.75,,-82.42,54.08,265.58,2020-01-23,10:00:00,,judah_42_v2 ,outside 
2020-01-23 03:00:00-08:00,66.9,37.769415,-122.435321,5.24,9.8,8.29,8.29,,-72.7,54.0,5027.0,2020-01-23,11:00:00,,27 Scott ,outside 
2020-01-23 04:00:00-08:00,100.0,37.754071,-122.411868,4.59,7.11,6.59,6.59,,-66.93,57.97,16553.0,2020-01-23,12:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-23 05:00:00-08:00,70.4,37.756303,-122.42136599999999,6.96,11.51,10.09,10.09,,-79.23,54.4,5743.0,2020-01-23,13:00:00,,Hill St - Valencia ,outside 
2020-01-23 06:00:00-08:00,70.33,37.777259,-122.425298,6.26,10.78,10.13,10.13,,-67.0,53.0,49891.0,2020-01-23,14:00:00,,Grove Street ,outside 
2020-01-23 07:00:00-08:00,67.93,37.751562,-122.50442,8.1,12.01,11.56,11.56,,-55.33,58.53,67639.0,2020-01-23,15:00:00,,45th Ave-MR ,outside 
2020-01-23 08:00:00-08:00,62.33,37.778191,-122.39499199999999,9.8,16.97,15.02,15.02,,-65.43,60.47,8798.0,2020-01-23,16:00:00,,Central SOMA ,outside 
2020-01-23 09:00:00-08:00,,37.774009,122.415481,8.13,12.56,11.78,11.78,1022.42,,,18850.67,2020-01-23,17:00:00,,Western SoMa ,Outside B 
2020-01-23 10:00:00-08:00,58.47,37.727140000000006,-122.44277,11.58,22.06,19.68,19.68,,-71.3,63.37,14171.0,2020-01-23,18:00:00,,By Balboa Park Pool ,outside 
2020-01-23 11:00:00-08:00,51.57,37.727140000000006,-122.44277,9.58,18.43,16.36,16.36,,-71.1,66.73,14231.0,2020-01-23,19:00:00,,By Balboa Park Pool ,outside 
2020-01-23 12:00:00-08:00,45.67,37.759478,-122.38942,10.55,18.47,16.76,16.76,,-54.23,71.07,37010.0,2020-01-23,20:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-01-23 13:00:00-08:00,42.13,37.758148,-122.50766499999999,0.92,1.67,1.42,1.42,,-73.53,72.97,97.0,2020-01-23,21:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-01-23 14:00:00-08:00,48.83,37.759568,-122.404022,8.83,15.1,14.14,14.14,,-77.77,67.17,17391.0,2020-01-23,22:00:00,,Potrero Hill ,outside 
2020-01-23 15:00:00-08:00,53.23,37.773831,-122.44280400000001,4.89,7.1,6.48,6.48,,-64.8,66.37,33466.0,2020-01-23,23:00:00,,Lyon St Outside ,outside 
2020-01-23 16:00:00-08:00,46.8,37.761385,-122.43946299999999,3.86,5.71,5.24,5.24,,-60.23,67.83,4639.0,2020-01-24,00:00:00,,Castro ,outside 
2020-01-23 17:00:00-08:00,58.17,37.744437,-122.433376,5.31,8.5,7.72,7.72,,-60.93,63.07,22944.0,2020-01-24,01:00:00,,Castro-28th ,outside 
2020-01-23 18:00:00-08:00,53.6,37.773392,-122.43327,8.5,13.04,12.14,12.14,,-60.83,63.0,52733.0,2020-01-24,02:00:00,,Oak Yard ,outside 
2020-01-23 19:00:00-08:00,56.37,37.771674,-122.387125,9.66,16.28,14.18,14.18,,-63.23,63.87,47166.0,2020-01-24,03:00:00,,Radiance ,outside 
2020-01-23 20:00:00-08:00,57.73,37.715385,-122.47571299999998,10.82,16.05,15.17,15.17,,-65.93,63.03,12660.0,2020-01-24,04:00:00,,Summit800 ,outside 
2020-01-23 21:00:00-08:00,64.27,37.738865999999994,-122.502425,13.67,40.13,28.61,28.94,,-60.37,62.03,12190.0,2020-01-24,05:00:00,,Outer Sunset Vincente ,outside 
2020-01-23 22:00:00-08:00,65.93,37.752328999999996,-122.400426,13.11,24.01,22.11,22.11,,-76.17,58.67,45494.07,2020-01-24,06:00:00,,de Haro Blvd ,outside 
2020-01-23 23:00:00-08:00,,37.783122,122.44283999999999,15.45,22.7,21.63,21.63,1017.81,,,18963.2,2020-01-24,07:00:00,,Civic Center,ish B 
2020-01-24 00:00:00-08:00,55.1,37.773547,-122.421903,11.92,17.28,16.57,16.57,,-58.4,65.0,1977.0,2020-01-24,08:00:00,,Gough_Market Outdoors ,outside 
2020-01-24 01:00:00-08:00,70.33,37.736153,-122.457618,4.71,8.69,7.47,7.47,,-65.33,58.0,2853.0,2020-01-24,09:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-01-24 02:00:00-08:00,60.73,37.771674,-122.387125,9.04,15.87,13.49,13.49,,-63.57,59.97,47586.0,2020-01-24,10:00:00,,Radiance ,outside 
2020-01-24 03:00:00-08:00,100.0,37.780317,-122.49713999999999,5.03,9.36,7.84,7.84,,-69.3,56.87,33913.0,2020-01-24,11:00:00,,36th and Shore View ,outside 
2020-01-24 04:00:00-08:00,74.2,37.744437,-122.433376,7.75,13.19,11.5,11.5,,-60.6,54.8,23604.0,2020-01-24,12:00:00,,Castro-28th ,outside 
2020-01-24 05:00:00-08:00,70.03,37.759568,-122.404022,12.62,20.59,19.3,19.3,,-77.47,56.0,18290.17,2020-01-24,13:00:00,,Potrero Hill ,outside 
2020-01-24 06:00:00-08:00,66.57,37.780077,-122.43989499999999,9.75,17.88,15.62,15.62,,-59.33,56.97,10561.0,2020-01-24,14:00:00,,Western Addition ,outside 
2020-01-24 07:00:00-08:00,70.38,37.760146999999996,-122.50144499999999,7.94,13.31,12.3,12.3,,-84.5,55.62,41.38,2020-01-24,15:00:00,,judah_42_v2 ,outside 
2020-01-24 08:00:00-08:00,69.93,37.72723,-122.440343,11.95,20.72,19.14,19.14,,-81.47,57.57,17762.0,2020-01-24,16:00:00,,NeuJohnstein2 ,outside 
2020-01-24 09:00:00-08:00,63.87,37.736153,-122.457618,16.14,26.1,24.73,24.88,,-66.13,63.0,3333.0,2020-01-24,17:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-01-24 10:00:00-08:00,63.07,37.781643,-122.48008700000001,14.44,26.29,23.21,23.23,,-45.97,64.6,15437.0,2020-01-24,18:00:00,,21stAtClement ,outside 
2020-01-24 11:00:00-08:00,51.63,37.727140000000006,-122.44277,6.84,13.49,11.75,11.75,,-72.4,71.97,15671.0,2020-01-24,19:00:00,,By Balboa Park Pool ,outside 
2020-01-24 12:00:00-08:00,49.77,37.771674,-122.387125,10.54,19.95,16.49,16.49,,-63.87,67.4,48186.0,2020-01-24,20:00:00,,Radiance ,outside 
2020-01-24 13:00:00-08:00,37.67,37.751562,-122.50442,4.95,11.2,10.14,10.14,,-52.6,83.7,69439.0,2020-01-24,21:00:00,,45th Ave-MR ,outside 
2020-01-24 14:00:00-08:00,51.3,37.774009,122.415481,1.07,2.17,1.8,1.8,,-61.1,69.73,7298.0,2020-01-24,22:00:00,,Western SoMa ,Outside 
2020-01-24 15:00:00-08:00,53.17,37.745421,-122.42458799999999,0.29,1.92,1.27,1.27,,-54.13,67.63,6897.0,2020-01-24,23:00:00,,Dolores and 28th ,outside 
2020-01-24 16:00:00-08:00,62.2,37.75884,-122.390794,0.74,2.06,1.66,1.66,,-62.43,64.57,12441.0,2020-01-25,00:00:00,,Dogpatch2 ,outside 
2020-01-24 17:00:00-08:00,57.43,37.783122,122.44283999999999,5.62,8.84,8.08,8.15,,-71.43,67.77,3769.0,2020-01-25,01:00:00,,Civic Center,ish 
2020-01-24 18:00:00-08:00,62.3,37.745022,-122.43045500000001,0.78,2.96,2.06,2.06,,-72.7,65.87,243.0,2020-01-25,02:00:00,,Upper Noe Outside ,outside 
2020-01-24 19:00:00-08:00,70.8,37.737297999999996,-122.436299,3.05,5.93,5.38,5.38,,-85.43,60.97,11386.0,2020-01-25,03:00:00,,CONRAD ,outside 
2020-01-24 20:00:00-08:00,60.87,37.758468,-122.40841999999999,5.54,11.25,9.34,9.34,,-59.57,65.23,18953.0,2020-01-25,04:00:00,,York Street ,outside 
2020-01-24 21:00:00-08:00,71.23,37.756303,-122.42136599999999,2.92,5.76,4.8,4.8,,-80.03,61.33,8143.0,2020-01-25,05:00:00,,Hill St - Valencia ,outside 
2020-01-24 22:00:00-08:00,74.0,37.728475,-122.458774,5.19,12.83,9.6,9.6,,-81.13,63.0,42381.0,2020-01-25,06:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-01-24 23:00:00-08:00,100.0,37.744865000000004,-122.420984,3.1,7.02,5.76,5.76,,-58.03,64.1,19133.0,2020-01-25,07:00:00,,La Lengua Air Station Alpha ,outside 
2020-01-25 00:00:00-08:00,70.93,37.775090000000006,-122.433174,2.95,7.8,6.58,6.58,,-56.47,61.07,15479.0,2020-01-25,08:00:00,,Alamo Square ,outside 
2020-01-25 01:00:00-08:00,68.87,37.774009,122.415481,3.27,8.85,7.18,7.18,,-61.7,62.9,7958.0,2020-01-25,09:00:00,,Western SoMa ,Outside 
2020-01-25 02:00:00-08:00,59.53,37.787307,-122.417252,3.79,7.33,6.2,6.2,,-67.6,66.1,47153.0,2020-01-25,10:00:00,,930 Post ,outside 
2020-01-25 03:00:00-08:00,60.43,37.762414,-122.41896899999999,4.35,11.44,9.37,9.37,,-71.33,66.0,17907.0,2020-01-25,11:00:00,,2169 Mission Street ,outside 
2020-01-25 04:00:00-08:00,77.23,37.747248,-122.48593799999999,1.38,4.22,3.1,3.1,,-54.83,58.37,6518.0,2020-01-25,12:00:00,,Sunset Reservoir ,outside 
2020-01-25 05:00:00-08:00,72.9,37.727878000000004,-122.46308799999998,4.53,13.7,11.33,11.33,,-70.77,59.73,3833.0,2020-01-25,13:00:00,,Mt. Davidson Manor ,outside 
2020-01-25 06:00:00-08:00,100.0,37.751396,-122.436945,5.39,16.57,13.23,13.23,,-56.5,61.0,22152.0,2020-01-25,14:00:00,,24th and Diamond ,outside 
2020-01-25 07:00:00-08:00,64.97,37.795219,-122.43264099999999,8.19,22.74,19.09,19.09,,-72.9,64.0,4496.0,2020-01-25,15:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-25 08:00:00-08:00,68.63,37.774009,122.415481,8.26,22.08,17.85,17.85,,-62.37,62.6,8378.0,2020-01-25,16:00:00,,Western SoMa ,Outside 
2020-01-25 09:00:00-08:00,,37.783122,122.44283999999999,12.34,33.98,27.61,28.0,1018.61,,,19109.87,2020-01-25,17:00:00,,Civic Center,ish B 
2020-01-25 10:00:00-08:00,64.72,37.771002,-122.42143899999999,9.99,27.1,23.09,23.13,,-53.34,63.24,16838.0,2020-01-25,18:00:00,,McCoppin Hub ,outside 
2020-01-25 11:00:00-08:00,66.23,37.760915999999995,-122.45215900000001,5.57,16.1,12.46,12.46,,-81.83,64.8,10831.0,2020-01-25,19:00:00,,Cole Valley ,outside 
2020-01-25 12:00:00-08:00,59.03,37.762306,-122.454752,6.94,15.46,13.57,13.57,,-70.5,69.0,2921.0,2020-01-25,20:00:00,,Edgewood ,outside 
2020-01-25 13:00:00-08:00,47.3,37.762414,-122.41896899999999,3.23,9.48,7.6,7.6,,-70.47,73.73,18507.0,2020-01-25,21:00:00,,2169 Mission Street ,outside 
2020-01-25 14:00:00-08:00,40.77,37.790083,-122.42756200000001,3.3,6.86,5.71,5.71,,-70.83,78.3,4256.0,2020-01-25,22:00:00,,CalOctaviaOutside ,outside 
2020-01-25 15:00:00-08:00,57.63,37.727878000000004,-122.46308799999998,4.88,11.58,9.91,9.91,,-72.33,66.43,4433.0,2020-01-25,23:00:00,,Mt. Davidson Manor ,outside 
2020-01-25 16:00:00-08:00,53.13,37.762414,-122.41896899999999,5.27,12.62,10.17,10.17,,-70.53,70.6,18687.0,2020-01-26,00:00:00,,2169 Mission Street ,outside 
2020-01-25 17:00:00-08:00,61.37,37.795219,-122.43264099999999,1.89,5.25,3.8,3.8,,-72.57,66.0,5096.0,2020-01-26,01:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-25 18:00:00-08:00,72.0,37.762306,-122.454752,0.01,0.28,0.17,0.17,,-70.83,62.97,3281.0,2020-01-26,02:00:00,,Edgewood ,outside 
2020-01-25 19:00:00-08:00,70.97,37.740306,-122.40984099999999,3.15,6.18,5.2,5.2,,-75.87,64.7,643.0,2020-01-26,03:00:00,,Ski Bernal ,outside 
2020-01-25 20:00:00-08:00,69.47,37.756303,-122.42136599999999,2.21,5.57,4.24,4.24,,-78.93,63.97,9523.0,2020-01-26,04:00:00,,Hill St - Valencia ,outside 
2020-01-25 21:00:00-08:00,55.83,37.769830999999996,-122.451778,0.33,1.11,0.91,0.91,,-65.83,72.0,31095.0,2020-01-26,05:00:00,,Mud Upper Haight ,outside 
2020-01-25 22:00:00-08:00,64.17,37.783122,122.44283999999999,1.83,3.31,2.91,2.91,,-70.13,66.8,5509.0,2020-01-26,06:00:00,,Civic Center,ish 
2020-01-25 23:00:00-08:00,76.0,37.744437,-122.433376,2.11,5.29,3.94,3.94,,-59.47,62.83,26184.0,2020-01-26,07:00:00,,Castro-28th ,outside 
2020-01-26 00:00:00-08:00,66.0,37.795219,-122.43264099999999,0.98,2.14,1.78,1.78,,-71.27,65.5,5516.0,2020-01-26,08:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-26 01:00:00-08:00,72.93,37.743789,-122.43354099999999,4.88,10.32,8.89,8.89,,-68.13,63.67,5719.0,2020-01-26,09:00:00,,Upper Noe Valley ,outside 
2020-01-26 02:00:00-08:00,70.23,37.785605,-122.482905,0.05,0.82,0.51,0.51,,-60.43,64.23,5743.0,2020-01-26,10:00:00,,23rd & Lake ,outside 
2020-01-26 03:00:00-08:00,71.73,37.733207,-122.42363799999998,0.05,0.46,0.33,0.33,,-40.67,61.27,13609.0,2020-01-26,11:00:00,,St Mary's Park ,outside 
2020-01-26 04:00:00-08:00,57.7,37.758148,-122.50766499999999,3.66,6.68,5.89,5.89,,-72.83,68.37,3877.03,2020-01-26,12:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-01-26 05:00:00-08:00,78.03,37.764131,-122.44800900000001,1.64,3.68,2.91,2.91,,-69.17,59.0,25149.0,2020-01-26,13:00:00,,Cole Valley ,outside 
2020-01-26 06:00:00-08:00,76.93,37.753377,-122.44367,1.11,3.62,2.54,2.54,,-65.97,59.5,3999.0,2020-01-26,14:00:00,,BRSKBV-Outside ,outside 
2020-01-26 07:00:00-08:00,71.87,37.759478,-122.38942,1.08,3.39,2.25,2.25,,-57.17,63.07,41030.0,2020-01-26,15:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-01-26 08:00:00-08:00,,37.74154,-122.415075,1.65,3.3,2.8,2.8,,-56.9,,14295.0,2020-01-26,16:00:00,,Bernal Heights ,outside 
2020-01-26 09:00:00-08:00,69.93,37.759338,-122.425023,1.31,4.47,2.94,2.94,,-70.6,60.63,66093.0,2020-01-26,17:00:00,,66 Cumberland Street ,outside 
2020-01-26 10:00:00-08:00,77.43,37.747248,-122.48593799999999,2.81,9.43,5.8,5.8,,-55.87,59.0,8318.0,2020-01-26,18:00:00,,Sunset Reservoir ,outside 
2020-01-26 11:00:00-08:00,59.03,37.773831,-122.44280400000001,1.28,4.1,2.73,2.73,,-68.8,68.0,37546.0,2020-01-26,19:00:00,,Lyon St Outside ,outside 
2020-01-26 12:00:00-08:00,53.97,37.802976,-122.44351100000002,3.96,6.64,5.77,6.16,,-50.53,68.33,39116.0,2020-01-26,20:00:00,,Marina District SF ,outside 
2020-01-26 13:00:00-08:00,59.2,37.7333,-122.429299,1.47,5.02,3.47,3.47,,-58.4,67.93,59225.0,2020-01-26,21:00:00,,Castle Bosworth ,outside 
2020-01-26 14:00:00-08:00,61.33,37.753377,-122.44367,2.55,6.44,4.91,4.91,,-67.44,62.48,4477.63,2020-01-26,22:00:00,,BRSKBV-Outside ,outside 
2020-01-26 15:00:00-08:00,31.67,37.722417,-122.439245,0.58,1.76,1.48,1.48,,-71.07,68.83,32043.0,2020-01-26,23:00:00,,#SFAQ10 ,outside 
2020-01-26 16:00:00-08:00,61.13,37.760821,-122.497421,1.89,9.2,6.14,6.14,,-52.37,62.6,71014.0,2020-01-27,00:00:00,,Outer Sunset - 38th Ave ,outside 
2020-01-26 17:00:00-08:00,62.19,37.750941,122.42031200000001,2.16,13.07,6.36,6.36,,-87.56,60.78,1239.11,2020-01-27,01:00:00,,Synergy School ,outside 
2020-01-26 18:00:00-08:00,71.27,37.788548,-122.488731,1.83,12.88,6.56,6.56,,-86.77,59.83,4409.0,2020-01-27,02:00:00,,Sea Cliff Avenue ,outside 
2020-01-26 19:00:00-08:00,65.63,37.746178,-122.42139099999999,1.49,5.02,3.48,3.48,,-70.57,58.03,21773.0,2020-01-27,03:00:00,,La Lengua Air Station Zebra ,outside 
2020-01-26 20:00:00-08:00,72.5,37.760146999999996,-122.50144499999999,5.2,18.63,12.72,12.72,,-82.2,54.9,260.7,2020-01-27,04:00:00,,judah_42_v2 ,outside 
2020-01-26 21:00:00-08:00,54.47,37.778191,-122.39499199999999,1.61,7.94,4.58,4.58,,-63.63,61.0,13898.0,2020-01-27,05:00:00,,Central SOMA ,outside 
2020-01-26 22:00:00-08:00,61.97,37.761134000000006,-122.421696,1.55,7.54,5.42,5.42,,-57.13,58.27,7209.0,2020-01-27,06:00:00,,valencia outside ,outside 
2020-01-26 23:00:00-08:00,,37.757645000000004,122.44283999999999,0.94,5.04,3.16,3.16,,-65.4,,16513.0,2020-01-27,07:00:00,,25 Short Street _ Kite Hill ,exterior 
2020-01-27 00:00:00-08:00,,37.74154,-122.415075,1.22,6.99,4.5,4.5,,-56.87,,15255.0,2020-01-27,08:00:00,,Bernal Heights ,outside 
2020-01-27 01:00:00-08:00,65.73,37.780077,-122.43989499999999,2.53,13.12,7.89,7.89,,-61.33,57.37,14579.0,2020-01-27,09:00:00,,Western Addition ,outside 
2020-01-27 02:00:00-08:00,64.73,37.745421,-122.42458799999999,1.91,10.17,6.52,6.52,,-56.33,56.1,10437.0,2020-01-27,10:00:00,,Dolores and 28th ,outside 
2020-01-27 03:00:00-08:00,51.27,37.747370000000004,-122.41321299999998,1.9,7.88,5.1,5.1,,-63.97,-229.0,28203.0,2020-01-27,11:00:00,,Precita Park ,outside 
2020-01-27 04:00:00-08:00,61.5,37.783122,122.44283999999999,3.41,11.56,8.97,8.97,,-70.87,61.83,7309.0,2020-01-27,12:00:00,,Civic Center,ish 
2020-01-27 05:00:00-08:00,62.0,37.733207,-122.42363799999998,6.12,14.4,11.33,11.33,,-40.93,60.0,15169.0,2020-01-27,13:00:00,,St Mary's Park ,outside 
2020-01-27 06:00:00-08:00,73.27,37.752328999999996,-122.400426,4.5,16.29,11.24,11.24,,-74.67,56.17,50295.0,2020-01-27,14:00:00,,de Haro Blvd ,outside 
2020-01-27 07:00:00-08:00,73.43,37.760146999999996,-122.50144499999999,9.54,36.88,25.38,25.38,,-85.0,56.86,19.0,2020-01-27,15:00:00,,judah_42_v2 ,outside 
2020-01-27 08:00:00-08:00,60.97,37.783122,122.44283999999999,2.44,7.36,5.48,5.48,,-71.93,62.93,7549.0,2020-01-27,16:00:00,,Civic Center,ish 
2020-01-27 09:00:00-08:00,76.0,37.747248,-122.48593799999999,4.49,16.61,9.97,9.97,,-68.53,58.3,9698.0,2020-01-27,17:00:00,,Sunset Reservoir ,outside 
2020-01-27 10:00:00-08:00,69.43,37.715385,-122.47571299999998,2.97,9.8,7.15,7.15,,-61.6,61.53,17820.0,2020-01-27,18:00:00,,Summit800 ,outside 
2020-01-27 11:00:00-08:00,58.3,37.769830999999996,-122.451778,28.02,30.37,27.07,29.66,,-64.63,68.5,33375.0,2020-01-27,19:00:00,,Mud Upper Haight ,outside 
2020-01-27 12:00:00-08:00,77.37,37.728475,-122.458774,2.2,6.11,4.22,4.22,,-79.8,62.67,46101.0,2020-01-27,20:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-01-27 13:00:00-08:00,59.87,37.72723,-122.440343,0.94,4.15,2.77,2.77,,-81.63,66.17,22382.0,2020-01-27,21:00:00,,NeuJohnstein2 ,outside 
2020-01-27 14:00:00-08:00,57.9,37.723212,-122.39923700000001,7.24,12.83,9.71,10.22,,-79.57,64.8,8209.0,2020-01-27,22:00:00,,SFAQ_Bayview_Wedge ,outside 
2020-01-27 15:00:00-08:00,50.67,37.769830999999996,-122.451778,1.48,3.54,2.97,2.97,,-65.0,70.5,33615.0,2020-01-27,23:00:00,,Mud Upper Haight ,outside 
2020-01-27 16:00:00-08:00,59.9,37.745421,-122.42458799999999,1.1,5.42,3.38,3.38,,-57.53,60.93,11277.0,2020-01-28,00:00:00,,Dolores and 28th ,outside 
2020-01-27 17:00:00-08:00,56.53,37.787307,-122.417252,2.36,5.17,4.15,4.15,,-65.33,63.97,50933.0,2020-01-28,01:00:00,,930 Post ,outside 
2020-01-27 18:00:00-08:00,74.53,37.737297999999996,-122.436299,2.02,4.51,3.86,3.86,,-75.93,56.8,15646.0,2020-01-28,02:00:00,,CONRAD ,outside 
2020-01-27 19:00:00-08:00,65.87,37.775090000000006,-122.433174,3.68,8.78,7.24,7.24,,-56.2,58.93,19499.0,2020-01-28,03:00:00,,Alamo Square ,outside 
2020-01-27 20:00:00-08:00,65.87,37.760821,-122.497421,15.8,33.23,22.51,28.46,,-55.1,59.1,1111.0,2020-01-28,04:00:00,,Outer Sunset - 38th Ave ,outside 
2020-01-27 21:00:00-08:00,78.93,37.734378,-122.444018,4.11,8.32,6.8,6.8,,-76.3,57.0,8367.0,2020-01-28,05:00:00,,Miraloma _ Glen Park ,outside 
2020-01-27 22:00:00-08:00,71.47,37.799105,-122.40620600000001,4.18,11.69,8.72,8.72,,-74.33,58.9,12219.0,2020-01-28,06:00:00,,Telegraph Hill South ,outside 
2020-01-27 23:00:00-08:00,39.57,37.790083,-122.42756200000001,0.18,1.4,0.77,0.77,,-71.93,75.5,7676.0,2020-01-28,07:00:00,,CalOctaviaOutside ,outside 
2020-01-28 00:00:00-08:00,66.63,37.777259,-122.425298,2.16,6.11,4.5,4.5,,-70.6,55.2,56731.0,2020-01-28,08:00:00,,Grove Street ,outside 
2020-01-28 01:00:00-08:00,61.77,37.783122,122.44283999999999,4.98,14.27,11.53,11.53,,-66.3,62.9,8569.0,2020-01-28,09:00:00,,Civic Center,ish 
2020-01-28 02:00:00-08:00,,37.757645000000004,122.44283999999999,2.81,9.86,6.75,6.75,,-68.29,,18132.0,2020-01-28,10:00:00,,25 Short Street _ Kite Hill ,exterior 
2020-01-28 03:00:00-08:00,49.0,37.743821000000004,-122.463027,2.97,7.71,6.27,6.27,,-62.83,69.0,6699.0,2020-01-28,11:00:00,,Forest Hill ,outside 
2020-01-28 04:00:00-08:00,73.2,37.728475,-122.458774,2.51,6.67,4.74,4.74,,-81.9,61.0,47061.0,2020-01-28,12:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-01-28 05:00:00-08:00,73.97,37.751562,-122.50442,3.05,7.22,6.33,6.33,,-55.27,61.0,3136.0,2020-01-28,13:00:00,,45th Ave-MR ,outside 
2020-01-28 06:00:00-08:00,73.8,37.746024,-122.415778,1.81,5.75,4.58,4.58,,-55.27,58.93,44017.0,2020-01-28,14:00:00,,Bernal Breathe ,outside 
2020-01-28 07:00:00-08:00,100.0,37.744865000000004,-122.420984,1.96,4.2,3.27,3.27,,-56.0,61.77,23933.0,2020-01-28,15:00:00,,La Lengua Air Station Alpha ,outside 
2020-01-28 08:00:00-08:00,72.07,37.742314,-122.473698,2.79,6.02,5.33,5.33,,-71.73,58.67,35769.0,2020-01-28,16:00:00,,Taraval 17th ,outside 
2020-01-28 09:00:00-08:00,75.1,37.75213,-122.46557299999999,3.74,6.86,6.01,6.01,,-57.17,60.0,38557.0,2020-01-28,17:00:00,,Golden Gate Heights ,outside 
