dateTime,Humidity_%,Latitude,Longitude,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM2.5_ATM_ug/m3,PM2.5_CF1_ug/m3,Pressure_hpa,RSSI_dbm,Temperature_F,UptimeMinutes,date,hour,index,location,location_type
2019-12-31 16:00:00-08:00,43.43,37.747248,-122.48593799999999,4.78,12.69,8.87,8.87,,-56.27,70.13,1857.0,2020-01-01,00:00:00,,Sunset Reservoir ,outside 
2019-12-31 17:00:00-08:00,54.1,37.783122,122.44283999999999,8.05,15.83,13.75,13.75,,-60.27,65.8,40792.0,2020-01-01,01:00:00,,Civic Center,ish 
2019-12-31 18:00:00-08:00,71.63,37.734378,-122.444018,6.08,10.61,9.17,9.17,,-75.63,57.23,40890.0,2020-01-01,02:00:00,,Miraloma _ Glen Park ,outside 
2019-12-31 19:00:00-08:00,,37.783122,122.44283999999999,93.65,127.11,84.27,122.1,1017.47,,,18973.87,2020-01-01,03:00:00,,Civic Center,ish B 
2019-12-31 20:00:00-08:00,,37.774009,122.415481,4.24,9.29,7.67,7.67,1019.34,,,19077.07,2020-01-01,04:00:00,,Western SoMa ,Outside B 
2019-12-31 21:00:00-08:00,40.87,37.790083,-122.42756200000001,1.34,3.89,2.81,2.81,,-72.9,74.97,40259.0,2020-01-01,05:00:00,,CalOctaviaOutside ,outside 
2019-12-31 22:00:00-08:00,63.27,37.773392,-122.43327,12.7,26.73,22.02,22.23,,-64.2,58.87,19855.0,2020-01-01,06:00:00,,Oak Yard ,outside 
2019-12-31 23:00:00-08:00,68.13,37.760915999999995,-122.45215900000001,3.28,9.29,7.04,7.04,,-77.67,55.77,30474.0,2020-01-01,07:00:00,,Cole Valley ,outside 
2020-01-01 00:00:00-08:00,62.6,37.751262,-122.40805900000001,20.62,42.22,29.64,35.19,,-72.87,60.5,9669.0,2020-01-01,08:00:00,,46 Hours ,outside 
2020-01-01 01:00:00-08:00,,37.783122,122.44283999999999,11.78,26.12,21.35,21.49,1018.49,,,18992.8,2020-01-01,09:00:00,,Civic Center,ish B 
2020-01-01 02:00:00-08:00,61.23,37.795219,-122.43264099999999,11.6,25.65,21.2,21.21,,-74.1,60.0,41219.0,2020-01-01,10:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-01 03:00:00-08:00,67.27,37.778191,-122.39499199999999,17.35,38.62,30.45,31.39,,-64.07,59.27,48401.0,2020-01-01,11:00:00,,Central SOMA ,outside 
2020-01-01 04:00:00-08:00,52.97,37.747370000000004,-122.41321299999998,17.25,32.33,27.4,27.55,,-59.5,-229.0,11021.0,2020-01-01,12:00:00,,Precita Park ,outside 
2020-01-01 05:00:00-08:00,70.97,37.770439,-122.41462299999999,17.02,30.81,24.66,24.66,,-61.7,58.87,16807.0,2020-01-01,13:00:00,,Isis St ,outside 
2020-01-01 06:00:00-08:00,60.97,37.783122,122.44283999999999,11.51,23.01,20.08,20.08,,-60.37,61.83,41572.0,2020-01-01,14:00:00,,Civic Center,ish 
2020-01-01 07:00:00-08:00,73.0,37.736153,-122.457618,4.44,13.56,10.4,10.4,,-68.67,58.67,41676.0,2020-01-01,15:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-01-01 08:00:00-08:00,69.9,37.762306,-122.454752,3.86,10.0,7.83,7.83,,-71.43,59.5,6565.0,2020-01-01,16:00:00,,Edgewood ,outside 
2020-01-01 09:00:00-08:00,65.7,37.732328,-122.443274,2.64,7.35,5.52,5.52,,-83.9,62.43,248.0,2020-01-01,17:00:00,,Joost-by-the-Congo ,outside 
2020-01-01 10:00:00-08:00,62.23,37.771674,-122.387125,17.99,36.62,27.63,28.12,,-70.9,59.5,14946.0,2020-01-01,18:00:00,,Radiance ,outside 
2020-01-01 11:00:00-08:00,55.1,37.804488,-122.403136,12.67,22.77,20.06,20.21,,-73.2,65.9,44811.0,2020-01-01,19:00:00,,RoundhouseOne ,outside 
2020-01-01 12:00:00-08:00,63.83,37.727140000000006,-122.44277,1.3,5.41,3.35,3.54,,-75.07,65.4,35839.0,2020-01-01,20:00:00,,By Balboa Park Pool ,outside 
2020-01-01 13:00:00-08:00,62.6,37.765603999999996,-122.441907,0.63,2.91,1.83,1.83,,-80.07,66.27,42010.0,2020-01-01,21:00:00,,Buena Vista ,outside 
2020-01-01 14:00:00-08:00,59.43,37.783122,122.44283999999999,2.01,3.86,3.36,3.36,,-60.6,66.97,42052.0,2020-01-01,22:00:00,,Civic Center,ish 
2020-01-01 15:00:00-08:00,83.07,37.747248,-122.48593799999999,2.14,7.08,4.67,4.67,,-55.83,56.73,3237.0,2020-01-01,23:00:00,,Sunset Reservoir ,outside 
2020-01-01 16:00:00-08:00,,37.783122,122.44283999999999,1.44,3.58,2.77,2.77,1016.27,,,19006.4,2020-01-02,00:00:00,,Civic Center,ish B 
2020-01-01 17:00:00-08:00,49.0,37.756039,-122.390671,0.55,1.29,0.99,0.99,,-67.93,70.03,30856.0,2020-01-02,01:00:00,,Quartz Outdoor ,outside 
2020-01-01 18:00:00-08:00,68.77,37.795219,-122.43264099999999,0.97,3.89,2.38,2.38,,-74.43,61.3,42179.0,2020-01-02,02:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-01 19:00:00-08:00,78.6,37.742314,-122.473698,2.32,6.18,5.32,5.32,,-68.83,56.87,13716.0,2020-01-02,03:00:00,,Taraval 17th ,outside 
2020-01-01 20:00:00-08:00,59.13,37.769830999999996,-122.451778,0.86,2.65,2.11,2.11,,-67.03,66.3,66901.0,2020-01-02,04:00:00,,Mud Upper Haight ,outside 
2020-01-01 21:00:00-08:00,69.43,37.759568,-122.404022,1.45,4.97,3.83,3.83,,-82.17,59.3,8408.0,2020-01-02,05:00:00,,Potrero Hill ,outside 
2020-01-01 22:00:00-08:00,77.83,37.751562,-122.50442,4.46,13.3,11.34,11.34,,-55.93,59.13,36859.0,2020-01-02,06:00:00,,45th Ave-MR ,outside 
2020-01-01 23:00:00-08:00,73.03,37.744437,-122.433376,0.49,2.66,1.52,1.52,,-58.83,57.03,63209.0,2020-01-02,07:00:00,,Castro-28th ,outside 
2020-01-02 00:00:00-08:00,69.47,37.75213,-122.46557299999999,3.91,7.99,6.73,6.73,,-55.17,59.7,577.0,2020-01-02,08:00:00,,Golden Gate Heights ,outside 
2020-01-02 01:00:00-08:00,65.43,37.745421,-122.42458799999999,1.46,5.89,4.02,4.02,,-56.63,55.93,15033.0,2020-01-02,09:00:00,,Dolores and 28th ,outside 
2020-01-02 02:00:00-08:00,66.3,37.77074,-122.4308,2.21,7.86,5.54,5.54,,-56.83,57.0,28203.0,2020-01-02,10:00:00,,132 Germania St ,outside 
2020-01-02 03:00:00-08:00,93.0,37.772098,-122.442392,1.63,4.68,3.1,3.1,,-65.23,74.0,69499.0,2020-01-02,11:00:00,,Lyon and Page ,outside 
2020-01-02 04:00:00-08:00,57.47,37.795219,-122.43264099999999,0.95,3.23,2.19,2.19,,-74.23,60.03,42779.0,2020-01-02,12:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-02 05:00:00-08:00,41.03,37.743821000000004,-122.463027,0.66,2.52,1.88,1.88,,-60.2,71.0,22389.0,2020-01-02,13:00:00,,Forest Hill ,outside 
2020-01-02 06:00:00-08:00,67.37,37.778191,-122.39499199999999,5.8,14.82,11.45,11.45,,-65.23,57.9,50021.0,2020-01-02,14:00:00,,Central SOMA ,outside 
2020-01-02 07:00:00-08:00,39.77,37.743821000000004,-122.463027,0.65,2.23,1.71,1.71,,-61.3,70.37,22509.0,2020-01-02,15:00:00,,Forest Hill ,outside 
2020-01-02 08:00:00-08:00,52.3,37.747370000000004,-122.41321299999998,3.06,7.46,5.47,5.47,,-58.93,-229.0,12701.0,2020-01-02,16:00:00,,Precita Park ,outside 
2020-01-02 09:00:00-08:00,49.67,37.773547,-122.421903,3.75,7.02,6.4,6.4,,-55.93,64.0,42420.0,2020-01-02,17:00:00,,Gough_Market Outdoors ,outside 
2020-01-02 10:00:00-08:00,96.0,37.788969,-122.39138700000001,2.91,7.45,5.32,5.32,,-72.83,71.0,34469.0,2020-01-02,18:00:00,,South Beach ,outside 
2020-01-02 11:00:00-08:00,45.6,37.828848,-122.377455,4.74,7.45,6.85,6.85,,-54.17,67.1,26910.0,2020-01-02,19:00:00,,Treasure Island Housing Units ,outside 
2020-01-02 12:00:00-08:00,51.03,37.759784,-122.40821899999999,2.59,6.45,5.63,5.63,,-75.53,68.47,6769.0,2020-01-02,20:00:00,,Hampshire hambone ,outside 
2020-01-02 13:00:00-08:00,46.57,37.761134000000006,-122.421696,3.28,8.11,6.94,6.94,,-56.57,64.8,9378.0,2020-01-02,21:00:00,,valencia outside ,outside 
2020-01-02 14:00:00-08:00,45.7,37.773831,-122.44280400000001,3.9,11.74,8.36,8.36,,-68.23,68.93,3166.0,2020-01-02,22:00:00,,Lyon St Outside ,outside 
2020-01-02 15:00:00-08:00,85.7,37.754071,-122.411868,2.66,5.23,4.64,4.64,,-71.3,69.5,4201.0,2020-01-02,23:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-02 16:00:00-08:00,62.57,37.832287,-122.535234,12.72,48.37,32.18,33.36,,-70.23,63.93,22634.0,2020-01-03,00:00:00,,Nature Bridge ,outside 
2020-01-02 17:00:00-08:00,54.3,37.777259,-122.425298,2.56,7.31,5.71,5.71,,-75.13,59.93,20311.0,2020-01-03,01:00:00,,Grove Street ,outside 
2020-01-02 18:00:00-08:00,44.41,37.758148,-122.50766499999999,9.34,15.26,13.93,13.93,,-74.93,76.0,16052.14,2020-01-03,02:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-01-02 19:00:00-08:00,100.0,37.754071,-122.411868,8.48,16.03,14.49,14.49,,-69.73,61.4,4441.0,2020-01-03,03:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-02 20:00:00-08:00,63.37,37.743789,-122.43354099999999,9.94,18.06,15.88,15.88,,-74.6,59.37,43882.0,2020-01-03,04:00:00,,Upper Noe Valley ,outside 
2020-01-02 21:00:00-08:00,38.0,37.756039,-122.390671,8.03,13.12,11.43,11.43,,-67.23,73.0,32536.0,2020-01-03,05:00:00,,Quartz Outdoor ,outside 
2020-01-02 22:00:00-08:00,59.57,37.775090000000006,-122.433174,18.78,35.91,30.95,32.28,,-57.07,60.0,33773.0,2020-01-03,06:00:00,,Alamo Square ,outside 
2020-01-02 23:00:00-08:00,100.0,37.751396,-122.436945,12.88,22.62,18.91,18.91,,-59.6,53.87,205.0,2020-01-03,07:00:00,,24th and Diamond ,outside 
2020-01-03 00:00:00-08:00,46.0,37.758148,-122.50766499999999,1.81,3.11,2.71,2.71,,-72.07,72.0,16413.0,2020-01-03,08:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-01-03 01:00:00-08:00,66.97,37.734378,-122.444018,5.83,10.6,9.17,9.17,,-75.07,57.47,44190.0,2020-01-03,09:00:00,,Miraloma _ Glen Park ,outside 
2020-01-03 02:00:00-08:00,60.0,37.759784,-122.40821899999999,10.0,20.95,19.42,19.42,,-76.93,59.5,7609.0,2020-01-03,10:00:00,,Hampshire hambone ,outside 
2020-01-03 03:00:00-08:00,75.27,37.744437,-122.433376,7.34,15.81,12.47,12.47,,-57.47,53.77,64889.0,2020-01-03,11:00:00,,Castro-28th ,outside 
2020-01-03 04:00:00-08:00,62.03,37.802976,-122.44351100000002,5.75,8.44,7.88,7.88,,-45.63,57.0,5516.0,2020-01-03,12:00:00,,Marina District SF ,outside 
2020-01-03 05:00:00-08:00,64.4,37.832287,-122.535234,1.62,4.99,3.58,3.58,,-68.17,56.77,23414.0,2020-01-03,13:00:00,,Nature Bridge ,outside 
2020-01-03 06:00:00-08:00,63.63,37.762306,-122.454752,4.08,8.35,6.89,6.89,,-70.2,55.47,9325.0,2020-01-03,14:00:00,,Edgewood ,outside 
2020-01-03 07:00:00-08:00,,37.783122,122.44283999999999,7.16,11.51,10.49,10.49,1019.31,,,18899.73,2020-01-03,15:00:00,,Civic Center,ish B 
2020-01-03 08:00:00-08:00,100.0,37.754071,-122.411868,10.34,14.93,14.07,14.07,,-66.9,56.27,5221.0,2020-01-03,16:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-03 09:00:00-08:00,62.37,37.749031,-122.44264299999999,24.01,43.17,35.75,40.46,,-75.5,58.2,30236.0,2020-01-03,17:00:00,,Upper Noe Valley ,outside 
2020-01-03 10:00:00-08:00,54.2,37.757838,-122.41958000000001,31.55,63.61,45.66,59.08,,-43.5,59.3,1195.0,2020-01-03,18:00:00,,San Carlos St. ,outside 
2020-01-03 11:00:00-08:00,55.25,37.739245000000004,-122.439067,17.59,32.71,28.6,28.94,,-81.5,61.08,14.0,2020-01-03,19:00:00,,Diamond Heights ,outside 
2020-01-03 12:00:00-08:00,50.4,37.723212,-122.39923700000001,23.6,50.09,39.22,45.01,,-75.83,64.67,7295.0,2020-01-03,20:00:00,,SFAQ_Bayview_Wedge ,outside 
2020-01-03 13:00:00-08:00,39.73,37.774009,122.415481,30.3,59.79,44.22,53.27,,-60.37,69.07,48581.0,2020-01-03,21:00:00,,Western SoMa ,Outside 
2020-01-03 14:00:00-08:00,47.0,37.739245000000004,-122.439067,9.49,17.15,15.39,15.39,,-81.57,64.29,9.14,2020-01-03,22:00:00,,Diamond Heights ,outside 
2020-01-03 15:00:00-08:00,40.23,37.759568,-122.404022,13.94,26.2,23.69,23.83,,-83.33,65.73,10928.0,2020-01-03,23:00:00,,Potrero Hill ,outside 
2020-01-03 16:00:00-08:00,96.0,37.788969,-122.39138700000001,25.83,54.36,38.34,45.48,,-75.47,71.0,36269.0,2020-01-04,00:00:00,,South Beach ,outside 
2020-01-03 17:00:00-08:00,45.17,37.751562,-122.50442,21.26,38.61,33.57,36.47,,-54.9,69.17,39439.0,2020-01-04,01:00:00,,45th Ave-MR ,outside 
2020-01-03 18:00:00-08:00,51.17,37.78119,-122.476532,40.65,68.42,46.33,62.24,,-69.37,63.37,29048.0,2020-01-04,02:00:00,,17th Ave ,outside 
2020-01-03 19:00:00-08:00,44.17,37.733207,-122.42363799999998,9.82,14.8,12.98,13.42,,-47.6,64.6,33035.0,2020-01-04,03:00:00,,St Mary's Park ,outside 
2020-01-03 20:00:00-08:00,93.0,37.772098,-122.442392,5.41,8.91,7.34,7.34,,-67.67,74.0,376.0,2020-01-04,04:00:00,,Lyon and Page ,outside 
2020-01-03 21:00:00-08:00,53.5,37.773547,-122.421903,10.88,19.02,16.89,17.75,,-57.1,66.53,44580.0,2020-01-04,05:00:00,,Gough_Market Outdoors ,outside 
2020-01-03 22:00:00-08:00,67.57,37.727878000000004,-122.46308799999998,4.98,11.87,9.6,9.6,,-84.6,57.6,6483.0,2020-01-04,06:00:00,,Mt. Davidson Manor ,outside 
2020-01-03 23:00:00-08:00,69.13,37.737297999999996,-122.436299,5.08,9.54,8.46,8.46,,-70.2,56.03,12005.0,2020-01-04,07:00:00,,CONRAD ,outside 
2020-01-04 00:00:00-08:00,63.33,37.773831,-122.44280400000001,7.94,16.87,13.61,13.61,,-67.87,60.37,5206.0,2020-01-04,08:00:00,,Lyon St Outside ,outside 
2020-01-04 01:00:00-08:00,64.2,37.7333,-122.429299,4.64,13.66,10.2,10.2,,-59.4,59.8,26825.0,2020-01-04,09:00:00,,Castle Bosworth ,outside 
2020-01-04 02:00:00-08:00,68.13,37.770439,-122.41462299999999,2.81,5.8,4.37,4.37,,-61.67,59.97,20947.0,2020-01-04,10:00:00,,Isis St ,outside 
2020-01-04 03:00:00-08:00,78.13,37.736153,-122.457618,2.45,5.82,4.58,4.58,,-66.63,56.0,45756.0,2020-01-04,11:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-01-04 04:00:00-08:00,62.33,37.723212,-122.39923700000001,3.0,8.79,6.06,6.06,,-76.23,58.87,8255.0,2020-01-04,12:00:00,,SFAQ_Bayview_Wedge ,outside 
2020-01-04 05:00:00-08:00,72.1,37.781643,-122.48008700000001,1.6,4.96,3.43,3.43,,-41.7,57.9,15567.0,2020-01-04,13:00:00,,21stAtClement ,outside 
2020-01-04 06:00:00-08:00,63.8,37.757838,-122.41958000000001,2.01,3.72,3.33,3.33,,-43.43,58.87,2395.0,2020-01-04,14:00:00,,San Carlos St. ,outside 
2020-01-04 07:00:00-08:00,57.37,37.732328,-122.443274,0.13,1.58,1.01,1.01,,-84.5,64.77,4446.0,2020-01-04,15:00:00,,Joost-by-the-Congo ,outside 
2020-01-04 08:00:00-08:00,68.03,37.77074,-122.4308,5.45,9.81,8.75,8.75,,-56.33,58.43,31443.0,2020-01-04,16:00:00,,132 Germania St ,outside 
2020-01-04 09:00:00-08:00,100.0,37.751396,-122.436945,5.74,9.56,8.66,8.66,,-75.43,59.0,2245.0,2020-01-04,17:00:00,,24th and Diamond ,outside 
2020-01-04 10:00:00-08:00,,37.783122,122.44283999999999,2.08,3.15,2.97,2.97,1027.7,,,18916.8,2020-01-04,18:00:00,,Civic Center,ish B 
2020-01-04 11:00:00-08:00,46.23,37.715385,-122.47571299999998,0.2,0.94,0.7,0.7,,-60.8,69.87,56343.0,2020-01-04,19:00:00,,Summit800 ,outside 
2020-01-04 12:00:00-08:00,57.93,37.762306,-122.454752,0.03,0.5,0.29,0.29,,-70.97,62.57,11125.0,2020-01-04,20:00:00,,Edgewood ,outside 
2020-01-04 13:00:00-08:00,50.8,37.756303,-122.42136599999999,0.11,0.95,0.53,0.53,,-78.37,64.87,14403.0,2020-01-04,21:00:00,,Hill St - Valencia ,outside 
2020-01-04 14:00:00-08:00,33.4,37.751562,-122.50442,1.12,4.1,3.31,3.31,,-55.93,82.5,40699.0,2020-01-04,22:00:00,,45th Ave-MR ,outside 
2020-01-04 15:00:00-08:00,55.23,37.770439,-122.41462299999999,2.21,4.36,3.4,3.4,,-62.33,64.0,21727.0,2020-01-04,23:00:00,,Isis St ,outside 
2020-01-04 16:00:00-08:00,61.67,37.746024,-122.415778,0.4,2.35,1.75,1.75,,-53.83,61.77,10057.0,2020-01-05,00:00:00,,Bernal Breathe ,outside 
2020-01-04 17:00:00-08:00,64.77,37.759338,-122.425023,1.6,5.89,4.11,4.11,,-72.8,57.67,34893.0,2020-01-05,01:00:00,,66 Cumberland Street ,outside 
2020-01-04 18:00:00-08:00,66.87,37.739245000000004,-122.439067,2.07,5.63,4.25,4.25,,-82.4,55.73,75.33,2020-01-05,02:00:00,,Diamond Heights ,outside 
2020-01-04 19:00:00-08:00,57.23,37.751262,-122.40805900000001,8.01,16.17,13.49,13.49,,-70.37,60.73,15129.0,2020-01-05,03:00:00,,46 Hours ,outside 
2020-01-04 20:00:00-08:00,54.3,37.773547,-122.421903,13.5,21.64,18.72,20.58,,-58.33,64.23,45960.0,2020-01-05,04:00:00,,Gough_Market Outdoors ,outside 
2020-01-04 21:00:00-08:00,52.17,37.773547,-122.421903,13.27,21.82,17.74,20.61,,-60.1,64.03,46020.0,2020-01-05,05:00:00,,Gough_Market Outdoors ,outside 
2020-01-04 22:00:00-08:00,66.53,37.75213,-122.46557299999999,3.03,5.67,4.93,4.93,,-55.53,56.5,4777.0,2020-01-05,06:00:00,,Golden Gate Heights ,outside 
2020-01-04 23:00:00-08:00,64.17,37.746178,-122.42139099999999,2.32,5.06,4.08,4.08,,-55.7,56.07,27613.0,2020-01-05,07:00:00,,La Lengua Air Station Zebra ,outside 
2020-01-05 00:00:00-08:00,68.13,37.751562,-122.50442,2.38,7.13,5.96,5.96,,-56.77,56.1,41299.0,2020-01-05,08:00:00,,45th Ave-MR ,outside 
2020-01-05 01:00:00-08:00,64.27,37.759568,-122.404022,1.09,4.09,3.12,3.12,,-81.73,53.7,12968.0,2020-01-05,09:00:00,,Potrero Hill ,outside 
2020-01-05 02:00:00-08:00,60.5,37.77074,-122.4308,2.09,6.45,4.77,4.77,,-55.9,54.23,32523.0,2020-01-05,10:00:00,,132 Germania St ,outside 
2020-01-05 03:00:00-08:00,59.17,37.746178,-122.42139099999999,0.78,2.46,1.8,1.8,,-55.27,54.43,27853.0,2020-01-05,11:00:00,,La Lengua Air Station Zebra ,outside 
2020-01-05 04:00:00-08:00,54.17,37.759478,-122.38942,0.38,3.51,1.86,1.86,,-53.1,54.93,10611.0,2020-01-05,12:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-01-05 05:00:00-08:00,43.87,37.747370000000004,-122.41321299999998,0.3,2.0,1.22,1.22,,-60.37,-229.0,16841.0,2020-01-05,13:00:00,,Precita Park ,outside 
2020-01-05 06:00:00-08:00,55.9,37.715385,-122.47571299999998,0.75,2.37,1.72,1.72,,-61.6,51.93,57483.0,2020-01-05,14:00:00,,Summit800 ,outside 
2020-01-05 07:00:00-08:00,53.1,37.7333,-122.429299,0.25,1.54,1.04,1.04,,-58.93,53.0,28625.0,2020-01-05,15:00:00,,Castle Bosworth ,outside 
2020-01-05 08:00:00-08:00,61.2,37.788548,-122.488731,1.92,6.25,4.27,4.27,,-91.8,51.5,24927.0,2020-01-05,16:00:00,,Sea Cliff Avenue ,outside 
2020-01-05 09:00:00-08:00,52.1,37.760688,-122.424406,2.85,5.08,4.28,4.28,,-50.4,55.23,47552.0,2020-01-05,17:00:00,,19th St & Guerrero St  ,outside 
2020-01-05 10:00:00-08:00,40.9,37.746178,-122.42139099999999,0.1,0.66,0.36,0.36,,-53.77,65.27,28273.0,2020-01-05,18:00:00,,La Lengua Air Station Zebra ,outside 
2020-01-05 11:00:00-08:00,40.33,37.733207,-122.42363799999998,0.16,0.78,0.56,0.56,,-48.07,65.1,35435.0,2020-01-05,19:00:00,,St Mary's Park ,outside 
2020-01-05 12:00:00-08:00,32.27,37.762414,-122.41896899999999,1.98,5.14,4.1,4.1,,-73.9,73.03,577.0,2020-01-05,20:00:00,,2169 Mission Street ,outside 
2020-01-05 13:00:00-08:00,38.0,37.758148,-122.50766499999999,0.39,1.06,0.87,0.87,,-75.33,74.0,20073.0,2020-01-05,21:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-01-05 14:00:00-08:00,50.03,37.773547,-122.421903,4.85,8.32,7.12,7.75,,-64.0,64.0,47040.0,2020-01-05,22:00:00,,Gough_Market Outdoors ,outside 
2020-01-05 15:00:00-08:00,46.6,37.783122,122.44283999999999,1.69,3.77,3.13,3.13,,-63.7,67.4,47872.0,2020-01-05,23:00:00,,Civic Center,ish 
2020-01-05 16:00:00-08:00,100.0,37.74154,-122.415075,0.27,2.1,1.38,1.38,,-58.3,63.2,3822.0,2020-01-06,00:00:00,,Bernal Heights ,outside 
2020-01-05 17:00:00-08:00,60.93,37.828848,-122.377455,0.31,1.37,1.01,1.01,,-59.17,57.47,310.07,2020-01-06,01:00:00,,Treasure Island Housing Units ,outside 
2020-01-05 18:00:00-08:00,,37.774009,122.415481,3.11,5.42,4.8,4.8,1031.91,,,18841.6,2020-01-06,02:00:00,,Western SoMa ,Outside B 
2020-01-05 19:00:00-08:00,66.4,37.746024,-122.415778,6.28,11.36,10.13,10.13,,-53.3,58.0,11677.0,2020-01-06,03:00:00,,Bernal Breathe ,outside 
2020-01-05 20:00:00-08:00,57.5,37.759478,-122.38942,0.72,2.89,1.81,1.81,,-53.4,58.93,11571.0,2020-01-06,04:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-01-05 21:00:00-08:00,59.93,37.785605,-122.482905,5.1,9.25,7.81,7.81,,-56.87,60.0,48226.0,2020-01-06,05:00:00,,23rd & Lake ,outside 
2020-01-05 22:00:00-08:00,66.03,37.738865999999994,-122.502425,3.22,11.49,7.72,7.72,,-62.07,57.63,57913.0,2020-01-06,06:00:00,,Outer Sunset Vincente ,outside 
2020-01-05 23:00:00-08:00,60.37,37.749031,-122.44264299999999,4.23,6.05,5.36,5.36,,-73.43,54.6,33956.0,2020-01-06,07:00:00,,Upper Noe Valley ,outside 
2020-01-06 00:00:00-08:00,60.6,37.745421,-122.42458799999999,1.95,4.37,3.59,3.59,,-56.4,51.83,20733.0,2020-01-06,08:00:00,,Dolores and 28th ,outside 
2020-01-06 01:00:00-08:00,58.63,37.737297999999996,-122.436299,0.14,0.63,0.48,0.48,,-69.67,52.0,15005.0,2020-01-06,09:00:00,,CONRAD ,outside 
2020-01-06 02:00:00-08:00,60.9,37.727878000000004,-122.46308799999998,0.51,1.73,1.23,1.23,,-83.57,51.43,9603.0,2020-01-06,10:00:00,,Mt. Davidson Manor ,outside 
2020-01-06 03:00:00-08:00,64.93,37.742312,-122.43093999999999,1.34,2.96,2.53,2.53,,-52.73,54.5,7827.0,2020-01-06,11:00:00,,South Noe ,outside 
2020-01-06 04:00:00-08:00,63.73,37.760688,-122.424406,2.15,3.85,3.29,3.29,,-50.2,50.0,48692.0,2020-01-06,12:00:00,,19th St & Guerrero St  ,outside 
2020-01-06 05:00:00-08:00,65.5,37.760915999999995,-122.45215900000001,0.19,1.41,0.96,0.96,,-80.2,51.0,3282.0,2020-01-06,13:00:00,,Cole Valley ,outside 
2020-01-06 06:00:00-08:00,71.67,37.727140000000006,-122.44277,2.22,5.17,4.03,4.03,,-77.53,46.3,42679.0,2020-01-06,14:00:00,,By Balboa Park Pool ,outside 
2020-01-06 07:00:00-08:00,60.33,37.715385,-122.47571299999998,1.92,3.73,3.13,3.13,,-61.97,52.83,58983.0,2020-01-06,15:00:00,,Summit800 ,outside 
2020-01-06 08:00:00-08:00,60.9,37.745421,-122.42458799999999,4.01,7.72,6.57,6.57,,-57.53,52.33,21213.0,2020-01-06,16:00:00,,Dolores and 28th ,outside 
2020-01-06 09:00:00-08:00,41.97,37.78119,-122.476532,1.04,2.18,1.77,1.77,,-70.27,64.17,32828.03,2020-01-06,17:00:00,,17th Ave ,outside 
2020-01-06 10:00:00-08:00,54.2,37.734378,-122.444018,2.2,3.63,3.17,3.17,,-76.3,55.8,49050.0,2020-01-06,18:00:00,,Miraloma _ Glen Park ,outside 
2020-01-06 11:00:00-08:00,32.97,37.773392,-122.43327,2.23,4.36,3.85,3.85,,-64.73,66.5,27833.0,2020-01-06,19:00:00,,Oak Yard ,outside 
2020-01-06 12:00:00-08:00,40.07,37.756303,-122.42136599999999,3.2,6.01,5.05,5.05,,-78.97,62.1,17223.0,2020-01-06,20:00:00,,Hill St - Valencia ,outside 
2020-01-06 13:00:00-08:00,,37.750941,122.42031200000001,2.61,5.24,4.17,4.17,1026.48,,,19016.0,2020-01-06,21:00:00,,Synergy School ,outside B 
2020-01-06 14:00:00-08:00,31.7,37.722417,-122.439245,3.72,6.32,5.91,5.91,,-77.87,71.3,3183.0,2020-01-06,22:00:00,,#SFAQ10 ,outside 
2020-01-06 15:00:00-08:00,26.3,37.761385,-122.43946299999999,1.56,2.83,2.36,2.36,,-58.73,75.63,42980.0,2020-01-06,23:00:00,,Castro ,outside 
2020-01-06 16:00:00-08:00,42.63,37.777259,-122.425298,1.57,3.35,2.77,2.77,,-74.43,61.83,26011.0,2020-01-07,00:00:00,,Grove Street ,outside 
2020-01-06 17:00:00-08:00,43.0,37.740306,-122.40984099999999,1.13,2.57,2.09,2.09,,-75.83,61.37,37133.0,2020-01-07,01:00:00,,Ski Bernal ,outside 
2020-01-06 18:00:00-08:00,42.53,37.753377,-122.44367,1.42,2.89,2.44,2.44,,-68.7,57.77,36879.0,2020-01-07,02:00:00,,BRSKBV-Outside ,outside 
2020-01-06 19:00:00-08:00,46.8,37.749031,-122.44264299999999,1.75,3.95,3.24,3.24,,-74.27,57.4,35156.0,2020-01-07,03:00:00,,Upper Noe Valley ,outside 
2020-01-06 20:00:00-08:00,45.43,37.78119,-122.476532,10.13,14.7,13.39,13.4,,-66.57,59.67,33488.0,2020-01-07,04:00:00,,17th Ave ,outside 
