Latitude,Longitude,location,location_type,dateTime,Humidity_%,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM2.5_ATM_ug/m3,PM2.5_CF1_ug/m3,Pressure_hpa,RSSI_dbm,Temperature_F,UptimeMinutes,Longitude,Latitude
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-25,66.20624999999998,5.41,14.028749999999997,11.769166666666665,11.787500000000001,,-62.52666666666667,64.15499999999999,14550.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-26,68.84541666666665,3.0224999999999995,7.261666666666666,5.248333333333333,5.93,,-61.318333333333335,63.59166666666667,15990.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-27,65.66000000000001,2.9216666666666664,9.93625,6.9695833333333335,7.2200000000000015,,-62.04999999999999,60.72875,17430.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-28,67.16333333333334,2.7620833333333334,8.275416666666667,6.175000000000001,6.176666666666667,,-62.51708333333332,61.02083333333332,18869.984166666665,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-29,62.05000000000001,3.3937500000000003,11.956250000000002,8.553333333333336,8.553333333333336,,-63.165833333333346,60.720416666666665,20310.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-30,67.38000000000001,1.6691666666666665,5.943333333333334,4.263333333333333,4.263333333333333,,-61.674583333333324,61.350833333333334,21750.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-01-31,62.87499999999999,6.296250000000001,13.689166666666667,11.63583333333333,11.696249999999997,,-62.54500000000001,64.16375,23190.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-01,55.99791666666667,24.457916666666662,42.192083333333336,32.909166666666664,38.87499999999999,,-63.12916666666666,66.66083333333333,24630.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-02,57.53374999999999,2.05125,5.945,4.4175,4.417916666666667,,-60.53583333333335,61.70833333333332,26070.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-03,39.555,0.2045833333333333,1.1683333333333332,0.7562500000000001,0.7562500000000001,,-60.42458333333334,56.163333333333334,27510.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-04,24.45708333333333,0.34583333333333327,0.9066666666666666,0.6774999999999999,0.6774999999999999,,-61.46833333333334,59.019583333333344,28950.041666666668,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-05,43.70083333333333,2.4979166666666672,4.82875,4.0354166666666655,4.035833333333333,,-63.61750000000001,59.02875,30390.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-06,55.419999999999995,4.220833333333333,8.957083333333333,7.292916666666668,7.292916666666668,,-62.36250000000001,62.54624999999999,31830.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-07,58.209583333333335,7.147083333333332,12.949583333333331,11.219999999999999,11.4525,,-60.34125,62.36708333333332,33270.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-08,58.509583333333325,1.9558333333333333,6.531249999999999,4.6691666666666665,4.6691666666666665,,-62.41166666666664,61.74208333333331,34710.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-09,35.94458333333333,1.2533333333333332,4.509166666666666,3.1900000000000013,3.1925000000000012,,-62.77583333333332,62.50833333333333,36150.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-10,20.527916666666666,0.2495833333333333,0.7520833333333333,0.5637500000000001,0.5637500000000001,,-63.20958333333332,68.02458333333333,37590.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-11,34.282500000000006,1.57125,4.253333333333333,3.265,3.265,,-61.54041666666666,68.14666666666666,39030.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-12,52.00291666666667,4.105416666666667,11.481250000000001,8.830416666666666,8.830416666666666,,-61.556250000000006,64.23375,40470.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-13,61.90541666666666,2.1708333333333334,7.149166666666667,5.099166666666666,5.099166666666666,,-60.705000000000005,58.573333333333345,41910.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-14,53.502083333333324,2.1991666666666667,4.1450000000000005,3.4550000000000005,3.4550000000000005,,-61.10125,59.79208333333333,43350.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-15,57.87375,4.150416666666667,9.459999999999999,7.512499999999999,7.51875,,-64.52041666666668,61.13833333333334,44790.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-16,56.62749999999999,1.88875,6.072499999999999,4.397500000000001,4.4025,,-62.96041666666667,61.93916666666667,46230.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-17,57.87416666666666,3.04875,7.66375,6.1454166666666685,6.292500000000001,,-63.22624999999999,62.79208333333333,47670.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-18,40.769166666666656,2.7716666666666665,7.383749999999999,5.715416666666666,5.715416666666666,,-64.79666666666667,64.61416666666666,49110.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-19,52.245000000000005,3.29625,7.562916666666665,6.023749999999999,6.023749999999999,,-68.6725,62.54291666666668,50550.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-20,53.23000000000001,5.953333333333334,11.027916666666668,9.597499999999998,9.597499999999998,,-67.79916666666666,62.89166666666667,51990.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-21,46.47624999999999,8.544583333333334,13.792083333333336,12.562500000000002,12.562500000000002,,-68.00333333333334,66.25833333333334,53430.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-22,60.34125,7.065416666666665,17.069999999999997,13.57,13.57,,-67.75583333333334,61.245833333333316,54870.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-23,59.96083333333332,1.6791666666666671,5.730000000000001,4.028749999999999,4.028749999999999,,-66.78750000000001,59.31458333333334,56310.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-24,55.68375,2.51625,7.472083333333333,5.646249999999999,5.646249999999999,,-65.23125,62.454583333333325,57750.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-25,44.437916666666666,3.4216666666666664,9.968333333333332,7.532083333333333,7.532083333333333,,-64.62624999999998,66.35374999999999,59190.03,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-26,43.54791666666667,3.953333333333333,8.6975,7.137916666666669,7.137916666666669,,-61.904583333333356,68.73083333333334,60630.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-27,42.38249999999999,10.376666666666667,16.87458333333333,15.350416666666668,15.503333333333336,,-61.54124999999999,69.765,62070.041666666664,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-28,53.75708333333333,8.70875,16.493750000000002,14.180833333333334,14.332500000000001,,-61.44166666666666,64.98625,63510.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-02-29,58.93041666666667,2.60625,7.245,5.415833333333333,5.415833333333333,,-62.41500000000001,59.78874999999999,64950.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-01,47.339166666666664,1.4504166666666667,4.9554166666666655,3.5137500000000004,3.5166666666666675,,-67.24708333333335,58.21458333333334,59878.426666666666,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-02,20.891666666666662,0.41125000000000006,1.3508333333333333,0.9787499999999999,0.9787499999999999,,-64.87625000000001,66.30875,855.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-03,47.81958333333335,4.968333333333334,16.84208333333334,12.40333333333333,12.404166666666667,,-63.01124999999999,66.825,842.9029166666666,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-04,51.82874999999999,3.289166666666667,10.572500000000002,7.707916666666666,7.707916666666666,,-64.04041666666667,66.08291666666669,1700.375,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-05,58.56333333333331,5.71375,12.35375,10.095833333333333,10.09625,,-63.69624999999999,63.01708333333334,781.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-06,60.8975,1.1945833333333333,2.5845833333333337,2.0141666666666667,2.0154166666666664,,-63.447916666666686,60.21916666666666,2221.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-07,61.41375,0.18749999999999992,0.9479166666666665,0.6470833333333333,0.6470833333333333,,-63.31125000000001,58.76166666666666,3661.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-08,52.47958333333333,1.31375,2.48875,2.1662500000000002,2.1666666666666665,,-61.35041666666667,58.64458333333332,5101.0,-122.47571299999997,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-09,45.00291666666666,1.2025000000000003,2.1608333333333336,1.8979166666666654,1.8979166666666654,,-62.69708333333332,63.54625000000001,6541.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-10,40.50291666666665,2.5554166666666664,3.934166666666668,3.582083333333335,3.582083333333335,,-64.19208333333334,67.85375,7981.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-11,47.88041666666666,2.4104166666666678,4.536250000000002,3.8629166666666657,3.8629166666666657,,-63.979583333333295,68.44791666666666,9421.0775,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-12,60.27583333333331,5.444166666666668,11.76416666666667,9.960416666666665,9.961250000000001,,-63.85125,61.90416666666667,10861.1425,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-13,60.95791666666665,4.624999999999999,13.185416666666674,9.903750000000002,9.904166666666669,,-64.15416666666667,60.93125000000001,12301.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-14,63.96666666666667,1.3679166666666676,4.225416666666669,3.033333333333335,3.0337500000000013,,-64.50416666666662,56.97541666666667,13741.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-15,58.68083333333333,0.1095833333333333,1.0595833333333338,0.5645833333333333,0.5645833333333333,,-64.28541666666665,56.67291666666665,15181.032916666669,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-16,51.91791666666665,0.23875,0.74625,0.5400000000000001,0.5420833333333336,,-65.15583333333332,56.47374999999999,16621.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-17,50.882083333333355,0.9129166666666665,1.5774999999999997,1.3833333333333335,1.3833333333333335,,-61.37000000000001,57.85541666666666,18061.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-18,53.51208333333333,0.2141666666666666,0.6616666666666668,0.4733333333333334,0.4733333333333334,,-63.58666666666665,58.27416666666667,19501.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-19,51.72041666666666,3.190000000000001,5.428749999999998,4.779166666666668,4.779166666666668,,-61.66749999999998,61.14875000000001,20941.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-20,49.47083333333334,2.4512500000000004,4.225833333333333,3.7229166666666678,3.7229166666666678,,-61.69291666666668,62.65875000000003,22381.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-21,49.481666666666655,3.5741666666666685,5.450833333333332,5.038333333333331,5.038333333333331,,-61.90375,63.69,23821.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-22,53.835000000000015,5.990833333333334,8.477916666666665,8.081250000000004,8.081250000000004,,-61.66166666666666,64.54750000000001,25261.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-23,58.10791666666666,2.7345833333333345,5.062083333333334,4.286666666666665,4.244999999999998,,-62.06541666666666,60.564999999999976,26701.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-24,52.33416666666668,0.43124999999999997,1.3395833333333338,0.9616666666666663,0.9633333333333329,,-61.73541666666666,59.042916666666656,28141.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-25,52.86166666666665,0.7791666666666667,1.6666666666666672,1.2512500000000004,1.3716666666666677,,-61.707916666666655,59.096250000000005,29581.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-26,43.61541666666668,0.2583333333333333,0.8683333333333333,0.6037500000000002,0.6041666666666669,,-63.38500000000001,59.37708333333331,31021.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-27,48.36416666666668,2.4399999999999995,4.8075,3.992083333333334,3.992083333333334,,-64.08041666666666,60.14375000000001,32461.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-28,57.51208333333335,9.114583333333336,16.077500000000004,14.65416666666667,14.654583333333337,,-63.95541666666666,61.44333333333332,33901.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-29,62.93916666666667,6.434583333333332,11.336666666666659,9.846250000000003,10.294583333333335,,-64.15416666666668,60.047083333333326,35340.96833333333,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-30,52.86708333333333,0.3825000000000001,0.8970833333333336,0.695416666666667,0.7079166666666671,,-62.71708333333331,64.0625,36781.0325,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-03-31,57.532916666666694,0.0775,0.3699999999999999,0.23666666666666666,0.23666666666666666,,-60.935,64.39166666666668,38221.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-01,50.22375000000002,0.7358333333333335,2.4799999999999995,1.786666666666666,1.787916666666666,,-62.48458333333335,62.65458333333331,39661.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-02,44.767500000000005,1.2454166666666666,4.237916666666666,2.8216666666666668,3.0595833333333338,,-63.98833333333331,62.40333333333331,41101.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-03,45.557500000000005,0.9412500000000003,3.8820833333333358,2.4220833333333336,2.6691666666666674,,-64.23583333333329,61.751666666666694,42540.916666666664,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-04,60.77124999999999,0.12833333333333333,1.0475000000000003,0.5979166666666665,0.5979166666666665,,-63.91166666666668,57.96750000000002,43980.97833333333,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-05,67.75249999999996,0.43583333333333313,2.061249999999999,1.147916666666667,1.3545833333333335,,-63.30375,58.40125000000003,45420.916666666664,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-06,57.56541666666666,1.9120833333333336,4.01625,3.1095833333333345,3.337916666666668,,-64.75833333333334,55.992500000000014,46860.388750000006,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-07,59.162499999999994,6.457083333333331,10.827083333333327,10.105000000000002,10.105000000000002,,-63.055416666666666,58.468333333333334,48300.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-08,59.371249999999975,2.6266666666666674,5.303333333333334,4.373333333333332,4.373333333333332,,-61.41083333333336,60.79625000000001,49740.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-09,59.96041666666667,1.665416666666667,3.2354166666666675,2.771666666666666,2.771666666666666,,-61.054166666666646,62.21291666666665,51180.126249999994,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-10,57.81416666666667,2.088333333333333,3.6929166666666653,3.2108333333333334,3.2108333333333334,,-60.7175,65.16250000000004,10650.870416666667,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-11,60.96500000000003,3.1654166666666668,5.442916666666668,4.810000000000001,4.824166666666667,,-59.423333333333346,60.920000000000016,1882.00125,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-12,65.2925,3.0524999999999998,7.600416666666665,5.899583333333335,5.909583333333334,,-59.78041666666666,59.6875,3322.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-13,56.06666666666666,4.7975,11.45375,8.990000000000002,8.990000000000002,,-59.221250000000005,62.76208333333332,4762.00125,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-14,51.87541666666667,4.583750000000001,10.276666666666673,8.285833333333333,8.309583333333332,,-63.77458333333334,67.31708333333334,6202.0,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-15,55.20541666666666,4.259583333333334,9.847499999999998,7.834999999999998,7.904583333333332,,-64.25666666666666,66.79333333333335,7642.00125,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-16,66.26458333333333,1.402916666666667,4.868750000000001,3.4250000000000007,3.4387500000000006,,-65.11541666666666,60.15166666666668,9082.00125,-122.47571299999989,37.715384999999976
37.715385,-122.47571299999998,Summit800 ,outside ,2020-04-17,63.1,0.66,1.62,1.28,1.28,,-63.2,60.2,9832.0,-122.47571299999998,37.715385
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-04,34.34142857142857,2.442857142857143,4.644285714285715,4.354285714285714,4.354285714285714,,-64.29571428571428,69.77285714285715,185.28571428571428,-122.43924500000001,37.722417
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-05,49.83208333333332,11.537916666666668,19.559583333333332,17.741666666666667,18.473333333333333,,-64.46916666666667,56.80125,1113.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-06,49.38375000000001,25.867500000000003,167.49666666666667,93.33624999999999,132.11541666666668,,-67.67999999999999,56.58124999999999,2553.0416666666665,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-07,53.75291666666667,15.478749999999998,26.852500000000006,23.427500000000006,25.240416666666672,,-73.91125000000001,51.606666666666676,3993.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-08,59.99291666666665,14.898333333333332,26.53958333333333,24.0975,24.87458333333333,,-71.22458333333334,53.234166666666674,5433.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-09,50.47458333333333,3.616666666666667,6.440416666666667,6.0129166666666665,6.0129166666666665,,-72.4225,58.37833333333333,6873.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-10,50.66125,12.377500000000005,22.64083333333333,20.72333333333333,21.077083333333327,,-71.54333333333335,52.51958333333332,8312.791666666666,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-11,52.850833333333334,1.480833333333333,3.051666666666667,2.7725000000000004,2.7783333333333338,,-71.78166666666665,57.529583333333335,9753.097083333334,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-12,56.36583333333335,14.467916666666666,25.133749999999996,21.493333333333343,23.617916666666673,,-67.14333333333335,52.907916666666665,11193.051249999999,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-13,58.02958333333333,4.2437499999999995,8.713333333333335,7.556250000000001,7.907083333333335,,-62.95749999999999,50.12291666666666,12633.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-14,59.642500000000005,8.339583333333335,13.825000000000003,12.190416666666664,13.12291666666667,,-65.35958333333333,49.23333333333334,14073.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-15,52.95374999999999,6.521249999999999,11.609583333333333,10.908333333333333,10.911666666666667,,-65.88208333333334,49.93708333333334,15513.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-16,56.135416666666664,9.633333333333331,18.13083333333333,16.635,16.853333333333335,,-68.30708333333332,47.70625000000001,16953.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-17,58.603333333333346,20.117083333333337,38.2225,32.8625,35.40416666666666,,-67.75500000000001,46.9175,18393.0,-122.43924500000001,37.72241699999998
37.722417,-122.439245,#SFAQ10 ,outside ,2020-01-18,58.787499999999994,17.190833333333334,30.843333333333323,26.56,28.902916666666666,,-69.76416666666667,48.691250000000004,19833.059583333332,-122.43924500000001,37.72241699999998
